DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4650129;1;1;1;10;1;1;3;2000;18;1;6;2; ;2; ; ; ;2;1;12; ; ; ;2;1;2; ;4;8; ; ;2;8;06;19;3042,47786672188
4650130;1;1;1;10;1;1;8;1941;76;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;2555,09237571769
4650130;1;2;1;10;2;2;9;1952;65;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;19;2555,09237571769
4650130;1;3;1;10;3;2;4;2002;16;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;19;2555,09237571769
4650130;1;4;1;10;2;1;4;2004;14;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;19;2555,09237571769
4650131;1;1;1;10;1;1;5;1949;69;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;1478,51824365218
4650131;1;2;1;10;2;2;12;1954;63;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;1478,51824365218
4650132;1;1;1;10;1;1;4;1971;47;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;3126,19582725799
4650132;1;2;1;10;2;2;5;2003;15;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;19;3126,19582725799
4650133;1;1;1;10;1;1;1;1983;35;1;2;2; ;3; ;1;2;1; ; ;1;1;98;2;1;2; ;5;13;2;1;2;13;06;19;4188,85052872201
4650133;1;2;1;10;2;2;7;1993;24;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;4188,85052872201
4650133;1;3;1;10;2;2;9;2011;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;19;4188,85052872201
4650134;1;1;1;10;1;1;6;1978;40;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;2806,57586485683
4650134;1;2;1;10;2;2;3;1973;45;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;2806,57586485683
4650134;1;3;1;10;3;1;6;1997;21;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;19;2806,57586485683
4650134;1;4;1;10;4;1;12;1998;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;2806,57586485683
4650135;1;1;1;10;1;1;6;1945;73;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;1550,34494772007
4650135;1;2;1;10;2;2;3;1948;70;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;1550,34494772007
4650135;1;3;1;10;3;1;4;1969;49;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;1550,34494772007
4650137;1;1;1;10;1;1;5;1993;25;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;4188,85052872201
4650137;1;2;1;10;2;2;6;1995;23;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;06;19;4188,85052872201
4650137;1;3;1;10;1;2;4;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;19;4188,85052872201
4650138;1;1;1;10;1;1;4;1939;79;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;19;1644,99727499606
4650139;1;1;1;10;1;2;4;1950;68;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;2343,65739757934
4650140;1;1;1;10;1;1;11;1975;42;1;4;2; ;2; ; ; ;1; ; ;3; ; ;1;1;2; ;3;4; ; ;2;4;06;19;3114,30457078977
4650140;1;2;1;10;1;1;8;2003;14;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;19;3114,30457078977
4650141;1;1;1;10;1;1;4;1940;78;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;1478,51824365218
4650141;1;2;1;10;2;2;7;1944;73;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;1478,51824365218
4650142;1;1;1;10;1;2;4;1972;46;1;2;2; ;2; ;2; ;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;06;19;3290,87311152401
4650142;1;2;1;10;1;2;7;2001;16;3;6;2; ;1;1; ; ;1; ; ;3; ; ;1;1;1;1;4;8; ; ;2;8;06;19;3290,87311152401
4650142;1;3;1;10;1;2;4;2003;15;3;6;2; ;1;1; ; ;1; ; ;3; ; ;1;1;1;1;4;8; ; ;2;8;06;19;3290,87311152401
4650142;1;4;1;10;1;1;9;2006;11;3;6;2; ;1;1; ; ;1; ; ;3; ; ;1;1;1;1;4;0; ; ;2;5;06;19;3290,87311152401
4650143;1;1;1;10;1;1;10;1999;18;1;6;2; ;2; ; ; ;1; ; ;3; ; ;1;1;2; ;4;6; ; ;2;6;06;19;3042,47786672188
4650156;1;1;1;10;1;2;3;1952;66;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;19;2343,65739757934
4650158;1;1;1;10;1;1;11;1972;45;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;3366,53321094721
4650158;1;2;1;10;2;2;11;1964;53;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;3366,53321094721
4650158;1;3;1;10;3;2;10;1997;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;3366,53321094721
4650158;1;4;1;10;3;1;10;2015;2;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;19;3366,53321094721
4650158;1;5;1;10;5;1;7;1999;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;06;19;3366,53321094721
4650158;1;6;1;10;6;1;6;2000;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;19;3366,53321094721
4650167;1;1;1;10;1;2;1;1970;48;1;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;3502,38985115478
4650167;1;2;1;10;2;1;11;1993;24;3;6;2; ;1;1; ; ;2;1;28; ; ; ;1;1;2; ;5;11;2; ;2;11;06;19;3502,38985115478
4650167;1;3;1;10;3;2;10;1995;22;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;06;19;3502,38985115478
4650167;1;4;1;10;3;1;3;2017;1;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;19;3502,38985115478
4650167;1;5;1;10;1;2;8;2005;12;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;19;3502,38985115478
4650167;1;6;1;10;1;1;2;2009;9;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;19;3502,38985115478
4650168;1;1;1;10;1;1;12;1970;47;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;19;2971,22597026276
4650168;1;2;1;10;2;2;8;1973;44;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;2971,22597026276
4650168;1;3;1;10;3;1;2;1994;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;19;2971,22597026276
4650168;1;4;1;10;2;2;12;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;06;19;2971,22597026276
4650169;1;1;1;10;1;1;11;1941;76;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;19;2681,04075294761
4650169;1;2;1;10;2;2;6;1952;66;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;19;2681,04075294761
4650169;1;3;1;10;2;1;11;2000;17;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;2681,04075294761
4650169;1;4;1;10;2;1;3;2008;10;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;19;2681,04075294761
4650170;1;1;1;10;1;2;3;1955;63;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;3638,7594005757
4650170;1;2;1;10;2;2;11;1997;20;3;2;2; ;1;1;1;3;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;19;3638,7594005757
4650170;1;3;1;10;3;1;11;1996;21;5;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;19;3638,7594005757
4650170;1;4;1;10;2;1;3;2014;4;4; ;1;3;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;19;3638,7594005757
4650170;1;5;1;10;2;1;12;2016;1;4; ;1;3;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;19;3638,7594005757
4650171;1;1;1;10;1;2;4;1982;36;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;1777,15956826141
4650171;1;2;1;10;1;1;1;2009;9;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;19;1777,15956826141
4650172;1;1;1;10;2;2;8;1939;78;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;2622,12122544881
4650172;1;2;1;10;2;1;8;1982;35;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;19;2622,12122544881
4650172;1;3;1;10;2;1;3;1985;33;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;2622,12122544881
4650173;1;1;1;10;1;1;12;1961;56;1;2;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;06;19;2119,84680001238
4650173;1;2;1;10;2;2;11;1962;55;2;2;3; ;2; ;1;1;1; ; ;1;2;89000;2;1;2; ;6;7;4; ;2;18;06;19;2119,84680001238
4650173;1;3;1;10;3;1;12;1996;21;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;6;3;3; ;2;14;06;19;2119,84680001238
4650174;1;1;1;10;2;1;10;1961;56;1;3;2; ;3; ;1;2;1; ; ;3; ; ;1;1;2; ;4;9; ; ;2;9;06;19;2544,6712035267
4650174;1;2;1;10;2;2;12;1980;37;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;2544,6712035267
4650174;1;3;1;10;2;1;12;2002;15;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;06;19;2544,6712035267
4650174;1;4;1;10;2;2;9;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;06;19;2544,6712035267
4650174;1;5;1;10;2;1;1;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;06;19;2544,6712035267
4650175;1;1;1;10;1;1;6;1982;36;1;2;2; ;2; ;1;2;2;1;36; ; ; ;1;1;2; ;3;3; ; ;2;3;06;19;2546,26680354503
4650175;1;2;1;10;1;2;11;1995;22;2;2;3; ;2; ;1;1;2;1;72; ; ; ;1;1;2; ;3;2; ; ;2;2;06;19;2546,26680354503
4650175;1;3;1;10;1;2;12;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;06;19;2546,26680354503
4650175;1;4;1;10;1;1;5;2018;0;3; ;1;1;1;2; ; ;9; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ;06;19;2546,26680354503
4650176;1;1;1;10;1;2;5;1950;68;1;3;3; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;06;19;1936,70635080559
4650176;1;2;1;10;2;1;7;1991;26;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;06;19;1936,70635080559
4650176;1;3;1;10;3;2;12;1986;31;3;4;2; ;1;1; ; ;1; ; ;3; ; ;9;1;2; ;6;1;2;2;2;12;06;19;1936,70635080559
4650176;1;4;1;10;3;2;4;2012;6;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;06;19;1936,70635080559
4650176;1;5;1;10;5;2;3;1994;24;3;2;2; ;1;1;2; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;1936,70635080559
4650176;1;6;1;10;5;1;11;2016;1;4; ;2; ;1;5; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;19;1936,70635080559
4650177;1;1;1;10;1;1;7;1977;40;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;2693,04200620083
4650177;1;2;1;10;2;2;10;1978;39;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;06;19;2693,04200620083
4650177;1;3;1;10;2;1;3;1999;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;2693,04200620083
4650177;1;4;1;10;2;1;12;2000;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;06;19;2693,04200620083
4650177;1;5;1;10;2;1;8;2003;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;06;19;2693,04200620083
4650177;1;6;1;10;2;1;11;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;06;19;2693,04200620083
4650177;1;7;1;10;2;1;8;2013;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;06;19;2693,04200620083
4650177;1;8;1;10;2;2;8;1997;20;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;06;19;2693,04200620083
4650177;1;9;1;10;2;1;11;2014;3;4; ;2; ;1;8; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;06;19;2693,04200620083
4650178;1;1;1;10;1;1;11;1947;70;1;3;3; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;996,200989014322
4650179;1;1;1;10;1;1;10;1984;33;1;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;1563,62218088807
4650181;1;1;1;10;1;1;5;1976;42;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;06;19;3001,12420818009
4650181;1;2;1;10;2;2;3;1980;38;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;3001,12420818009
4650181;1;3;1;10;3;2;6;1999;19;3;2;1;1;1;2;2; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;06;19;3001,12420818009
4650181;1;4;1;10;3;2;1;2018;0;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;06;19;3001,12420818009
4650181;1;5;1;10;5;2;9;2000;17;3;2;1;1;1;2;2; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;06;19;3001,12420818009
4650181;1;6;1;10;2;2;5;2018;0;4; ;2; ;1;5; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;06;19;3001,12420818009
4650182;1;1;1;10;1;1;4;1970;48;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;06;19;1427,96254819069
4650182;1;2;1;10;2;2;11;1966;51;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;06;19;1427,96254819069
4650182;1;3;1;10;3;2;6;1995;23;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;14;06;19;1427,96254819069
