DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4652289;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1284,5464395828
4652290;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1126,3885926533
4652290;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1126,3885926533
4652290;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1126,3885926533
4652290;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1126,3885926533
4652290;1;6;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;27;1126,3885926533
4652291;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1266,81331650835
4652291;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1266,81331650835
4652291;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1266,81331650835
4652292;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1609,92519197285
4652294;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;27;563,347920538403
4652295;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1887,25892139956
4652296;1;2;1;80; ;2;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;27;1471,7985749653
4652296;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1471,7985749653
4652296;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1471,7985749653
4652297;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;2253,39168215361
4652297;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;2253,39168215361
4652297;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;2253,39168215361
4652298;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1410,27742396206
4652300;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1296,25374879158
4652303;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1987,16787160456
4652303;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1987,16787160456
4652306;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;2253,39168215361
4652308;1;2;1;80; ;2;1;1;3; ;2; ; ;1; ;2; ;2; ;1;40;781242;2;1;06;27;2086,90668941035
4652310;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;853,306455422191
4652310;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;853,306455422191
4652312;1;2;1;80; ;2;1;4;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;27;1190,36715181603
4652312;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1190,36715181603
4652312;1;5;1;80; ;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;27;1190,36715181603
4652313;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1516,4342276256
4652313;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1516,4342276256
4652313;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1516,4342276256
4652314;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1232,85264474035
4652314;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1232,85264474035
4652316;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;06;27;781,863313876308
4652317;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1473,51922670129
4652317;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1473,51922670129
4652317;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1473,51922670129
4652319;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;907,928765555274
4652322;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1478,85671714744
4652322;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1478,85671714744
4652322;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1478,85671714744
4652323;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1616,983334155
4652324;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;988,56922406925
4652326;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;27;1296,25374879158
4652328;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1894,31706358171
4652330;1;2;1;80; ;2;1;2;8; ;2; ; ;1; ;2; ;2; ;1;40;600000;2;1;06;27;781,863313876308
4652333;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1975,68260198866
4652333;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1975,68260198866
4652333;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1975,68260198866
4652334;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1880,20077921741
4652336;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1227,5151542942
4652336;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1227,5151542942
4652337;1;1;1;80; ;2;1;2;8; ;2; ; ;1; ;2; ;2; ;1;48;500000;2;1;06;27;1477,13606541145
4652337;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1477,13606541145
4652337;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1477,13606541145
4652338;1;2;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;27;663,645344884177
4652340;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;300000;2;1;06;27;1503,12823198491
4652340;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1503,12823198491
4652341;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;663,645344884177
4652342;1;2;1;80; ;2;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;1;06;27;902,591275109125
4652342;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;902,591275109125
4652344;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1265,09266477235
4652344;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1265,09266477235
4652344;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1265,09266477235
4652346;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1259,7551743262
4652346;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1259,7551743262
4652346;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1259,7551743262
4652347;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1880,20077921741
4652348;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1286,2670913188
4652348;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1286,2670913188
4652348;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1286,2670913188
4652349;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1040,2630189117
4652349;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1040,2630189117
4652350;1;1;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;749,623293844302
4652351;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1277,48829740065
4652351;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1277,48829740065
4652351;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1277,48829740065
4652353;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;663,645344884177
4652354;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1642,16521200486
4652355;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1715,171632624
4652355;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1715,171632624
4652355;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1715,171632624
4652356;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1047,32116109385
4652356;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1047,32116109385
4652357;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;2188,63636564014
4652357;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;2188,63636564014
4652357;1;7;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;2188,63636564014
4652358;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;1994,22601378671
4652358;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;27;1994,22601378671
4652359;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;27;781,863313876308
4652362;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;27;1417,3355661442
4652430;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1181,29815349619
4652430;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1181,29815349619
4652430;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1181,29815349619
4652430;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1181,29815349619
4652432;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;06;41;1282,85763450131
4652434;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;754,725434346499
4652434;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;754,725434346499
4652436;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;887,923112320893
4652436;1;4;1;80; ;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;41;887,923112320893
4652437;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;45;200000;2;1;06;41;1668,09629553611
4652438;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1065,97422943686
4652438;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1065,97422943686
4652438;1;3;1;80; ;2;1;2;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;41;1065,97422943686
4652438;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1065,97422943686
4652438;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1065,97422943686
4652439;1;2;1;80; ;2;1;2;4; ;2; ; ;1; ;1;4;2; ;2; ;781300;1;1;06;41;1450,4950106796
4652439;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;98; ;1;06;41;1450,4950106796
4652440;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;888,409378910493
4652440;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;888,409378910493
4652440;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;888,409378910493
4652441;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;809,388534218286
4652441;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;400000;2;1;06;41;809,388534218286
4652442;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;24;200000;2;1;06;41;2529,0684390874
4652445;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1434,53976586834
4652446;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;1;06;41;1254,15450554979
4652449;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1092,77651303714
4652451;1;1;1;80; ;2;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;41;1159,55340393123
4652452;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;400000;2;1;06;41;1837,61557527115
4652452;1;3;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;780000;2;1;06;41;1837,61557527115
4652453;1;2;1;80; ;2;1;2;8; ;1; ;1;1; ;2; ;2; ;1;24;98;2;1;06;41;1479,19813963113
4652453;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1479,19813963113
4652453;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1479,19813963113
4652454;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1036,96137688099
4652455;1;1;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;931,980561268527
4652455;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;41;931,980561268527
4652456;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1159,55340393123
4652461;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;859,706249958965
4652462;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;2294,42960961795
4652464;1;3;1;80; ;2;1;1;8; ;2; ; ;1; ; ; ;2; ;1;40;780000; ;1;06;41;2333,29930403108
4652464;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;2333,29930403108
4652464;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;2333,29930403108
4652464;1;8;1;80; ;2;1;1;4; ;2; ; ;4; ;2; ;1;500000; ; ; ;2;1;06;41;2333,29930403108
4652466;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1282,85763450131
4652467;1;4;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;812,518667614808
4652468;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;931,980561268527
4652468;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;931,980561268527
4652470;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1809,39871290922
4652471;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;99;2;1;06;41;1507,90126858266
4652471;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1507,90126858266
4652474;1;2;1;80; ;2;1;3;8; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;06;41;1809,39871290922
4652477;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;1;4;2; ;1;40;300000;1;1;06;41;1036,96137688099
4652478;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652478;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652480;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1124,60977538519
4652480;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1124,60977538519
4652481;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;99;2;1;06;41;1479,19813963113
4652481;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1479,19813963113
4652482;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652483;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1246,04976615107
4652483;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1246,04976615107
4652485;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;41;756,316556093408
4652485;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;756,316556093408
4652485;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;756,316556093408
4652486;1;2;1;80; ;2;1;1;1; ;1; ;1;9; ;1; ;2; ;1;45;781300;2;1;06;41;1668,09629553611
4652487;1;1;1;80; ;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1273,16177335569
4652487;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1273,16177335569
4652488;1;2;1;80; ;2;1;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;41;1181,29815349619
4652488;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1181,29815349619
4652488;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1181,29815349619
4652488;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1181,29815349619
4652490;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;99;2;1;06;41;1703,64084889731
4652491;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1405,74086276238
4652491;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1405,74086276238
4652493;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1217,34663719954
4652496;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;98;2;1;06;41;2435,73202699106
4652497;1;2;1;80; ;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;41;1247,91400595527
4652497;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1247,91400595527
4652497;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1247,91400595527
4652497;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1247,91400595527
4652497;1;7;1;80; ;2;1;3;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;41;1247,91400595527
4652498;1;2;1;80; ;2;1;4;8; ;2; ; ;9; ;1; ;2; ;1;40;600000;2;1;06;41;859,706249958965
4652498;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;600000; ;1;06;41;859,706249958965
4652499;1;2;1;80; ;2;1;4;1; ;2; ; ;9; ;2; ;2; ;1;24;99;2;1;06;41;1920,34771097651
4652500;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;2034,44234699056
4652500;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;2034,44234699056
4652500;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;2034,44234699056
4652501;1;2;1;80; ;2;1;4;6; ;2; ; ;9; ;2; ;2; ;1;40;780000;2;1;06;41;830,129879052584
4652502;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;45;400000;2;1;06;41;698,910298190351
4652504;1;2;1;80; ;2;1;4;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652505;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1282,85763450131
4652507;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652512;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;41;917,112507862021
4652512;1;4;1;80; ;2;1;1;6; ;2; ; ;1; ;2; ;2; ;2; ;99;2;1;06;41;917,112507862021
4652512;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;917,112507862021
4652514;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1273,64803994529
4652516;1;2;1;80; ;2;1;2;8; ;2; ; ;1; ;2; ;2; ;1;48;500000;2;1;06;41;1282,85763450131
4652516;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1282,85763450131
4652518;1;2;1;80; ;2;1;1;8; ;2; ; ;5; ;2; ;2; ;1;40;780000;2;1;06;41;1040,09151027752
4652519;1;2;1;80; ;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;41;917,112507862021
4652519;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;700000;2;1;06;41;917,112507862021
4652519;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;917,112507862021
4652520;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652522;1;2;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652524;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;400000;2;1;06;41;1688,28652890121
4652524;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1688,28652890121
4652525;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;932,466827858127
4652527;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1065,17823924292
4652527;1;3;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;41;1065,17823924292
4652528;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;06;41;1020,50220172758
4652528;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;06;41;1020,50220172758
4652529;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;41;1141,06895053861
4652532;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;41;727,61342714188
4652532;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;727,61342714188
4652533;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1507,90126858266
4652533;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1507,90126858266
4652533;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1507,90126858266
4652534;1;2;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;1;06;41;1443,65358626993
4652534;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1443,65358626993
4652534;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;41;1443,65358626993
4652535;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;41;1112,36582158708
4652557;1;1;1;80; ;2;1;4;9;SE DEDICO A SU CULTIVO;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;47;1609,87979221856
4652557;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;47;1609,87979221856
4652557;1;3;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;47;1609,87979221856
4652558;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;47;2574,11965937607
