DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4639355;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;221,537636102121;73
4639355;1;2;1;90;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;1;7;2; ;1;06;73;221,537636102121;73
4639355;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;221,537636102121;73
4639355;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;06;73;221,537636102121;73
4639355;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;221,537636102121;73
4639356;1;1;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;257,964201721591;73
4639356;1;2;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;257,964201721591;73
4639357;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,60572715429;73
4639357;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,60572715429;73
4639357;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,60572715429;73
4639357;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,60572715429;73
4639357;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,60572715429;73
4639359;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;297,347437499603;73
4639359;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;297,347437499603;73
4639359;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;297,347437499603;73
4639361;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;405,993058422381;73
4639361;1;2;1;90;2; ;1;35;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;405,993058422381;73
4639362;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639362;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639362;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639363;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;190,399769576375;73
4639363;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;190,399769576375;73
4639363;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;190,399769576375;73
4639364;1;1;1;90;2; ;1;20;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;291,158500484411;73
4639364;1;2;1;90;2; ;1;5;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;291,158500484411;73
4639364;1;3;1;90;2; ;1;4;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;291,158500484411;73
4639364;1;4;1;90;2; ;1;3;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;291,158500484411;73
4639365;1;1;1;90;2; ;1;12;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;393,587241684416;73
4639365;1;2;1;90;2; ;1;48;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;393,587241684416;73
4639366;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;297,347437499603;73
4639366;1;2;1;90;2; ;1;35;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;297,347437499603;73
4639366;1;3;1;90;2; ;2; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;297,347437499603;73
4639367;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;439,60033940981;73
4639367;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;439,60033940981;73
4639368;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;333,956887359269;73
4639368;1;2;1;90;2; ;1;48;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;333,956887359269;73
4639368;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;333,956887359269;73
4639369;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;382,486587351672;73
4639369;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;382,486587351672;73
4639369;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;382,486587351672;73
4639370;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;167,066585522603;73
4639370;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;167,066585522603;73
4639371;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;239,929313984802;73
4639372;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;301,561992766162;73
4639372;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;301,561992766162;73
4639373;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;171,107853772226;73
4639373;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;171,107853772226;73
4639373;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;171,107853772226;73
4639374;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;242,628800492007;73
4639374;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;242,628800492007;73
4639374;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;242,628800492007;73
4639374;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;242,628800492007;73
4639375;1;1;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;212,38157466447;73
4639376;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;320,853908570312;73
4639376;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;320,853908570312;73
4639377;1;1;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;298,347281915626;73
4639380;1;1;1;90;2; ;1;4;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;320,853908570312;73
4639380;1;2;1;90;2; ;1;20;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;320,853908570312;73
4639381;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;194,614324842935;73
4639381;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;194,614324842935;73
4639382;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;248,817737507199;73
4639382;1;2;1;90;2; ;1;20;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;1;06;73;248,817737507199;73
4639382;1;3;1;90;2; ;1;16;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;1;06;73;248,817737507199;73
4639383;1;1;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;221,269998186867;73
4639383;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;221,269998186867;73
4639383;1;3;1;90;2; ;1;7;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;221,269998186867;73
4639384;1;1;1;90;2; ;1;12;2; ;1;12;2; ;2; ;2; ;1;4;2; ;2; ;1;06;73;439,60033940981;73
4639384;1;2;1;90;2; ;1;24;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;439,60033940981;73
4639385;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639385;1;2;1;90;2; ;1;14;2; ;2; ;1;14;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639385;1;3;1;90;2; ;2; ;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639387;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;330,954718487032;73
4639387;1;2;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;330,954718487032;73
4639387;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;330,954718487032;73
4639388;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;182,512879561632;73
4639388;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;182,512879561632;73
4639388;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;182,512879561632;73
4639388;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;182,512879561632;73
4639388;1;5;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;182,512879561632;73
4639389;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,882155903371;73
4639389;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,882155903371;73
4639389;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,882155903371;73
4639389;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,882155903371;73
4639389;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,882155903371;73
4639389;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;216,882155903371;73
4639390;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;372,49607729453;73
4639390;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;372,49607729453;73
4639390;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;372,49607729453;73
4639391;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;208,434657313164;73
4639391;1;2;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;208,434657313164;73
4639391;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;208,434657313164;73
4639391;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;208,434657313164;73
4639392;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;330,82693018379;73
4639393;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,576359438094;73
4639393;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,576359438094;73
4639393;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,576359438094;73
4639393;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,576359438094;73
4639393;1;5;1;90;2; ;1;21;2; ;2; ;1;35;2; ;2; ;2; ;2; ;2; ;1;06;73;253,576359438094;73
4639394;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;195,073637832213;73
4639394;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;195,073637832213;73
4639394;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;1;25;2; ;2; ;2; ;1;06;73;195,073637832213;73
4639394;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;195,073637832213;73
4639394;1;5;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;195,073637832213;73
4639394;1;6;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;195,073637832213;73
4639395;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;188,701816576824;73
4639395;1;2;1;90;2; ;1;18;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;188,701816576824;73
4639395;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;188,701816576824;73
4639395;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;188,701816576824;73
4639396;1;1;1;90;2; ;1;7;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;405,993058422381;73
4639396;1;2;1;90;2; ;1;28;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;405,993058422381;73
4639397;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,032292773759;73
4639397;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,032292773759;73
4639398;1;1;1;90;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639398;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639398;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;06;73;253,749646455031;73
4639399;1;1;1;90;2; ;1;40;2; ;1;29;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;285,813016362102;73
4639399;1;2;1;90;2; ;1;12;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;285,813016362102;73
4639400;1;1;1;90;2; ;1;12;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;429,196847128059;73
4639400;1;2;1;90;2; ;1;18;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;429,196847128059;73
4639400;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;429,196847128059;73
4639400;1;5;1;90;2; ;1;24;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;429,196847128059;73
4639401;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;274,840810844917;73
4639401;1;2;1;90;2; ;1;6;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;274,840810844917;73
4639409;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;354,461189557741;73
4639409;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;354,461189557741;73
4639410;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;261,73783205596;73
4639411;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;262,005469971214;73
4639411;1;2;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;262,005469971214;73
4639411;1;3;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;262,005469971214;73
4639412;1;1;1;90;2; ;2; ;1;2;1;6;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;439,60033940981;73
4639412;1;2;1;90;2; ;1;24;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;439,60033940981;73
4639413;1;1;1;90;2; ;1;10;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;281,029747860109;73
4639416;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;281,029747860109;73
4639417;1;1;1;90;2; ;1;16;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;354,461189557741;73
4639417;1;2;1;90;2; ;1;17;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;354,461189557741;73
4639418;1;1;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;433,411402394618;73
4639418;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;433,411402394618;73
4639418;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;1;06;73;433,411402394618;73
4639419;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;212,38157466447;73
4639420;1;1;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;281,029747860109;73
4639421;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;261,73783205596;73
4639422;1;1;1;90;2; ;1;6;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;273,840966428894;73
4639422;1;2;1;90;2; ;1;72;2; ;1;72;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;273,840966428894;73
4639422;1;3;1;90;2; ;1;24;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;273,840966428894;73
4639422;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;273,840966428894;73
4639423;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;239,929313984802;73
4639424;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;235,714758718242;73
4639424;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;235,714758718242;73
4639425;1;1;1;90;2; ;1;10;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;367,564168346698;73
4639425;1;2;1;90;2; ;1;5;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;367,564168346698;73
4639425;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;367,564168346698;73
4639426;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;261,73783205596;73
4639427;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;248,817737507199;73
4639427;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;248,817737507199;73
4639427;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;248,817737507199;73
4639434;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;281,029747860109;73
4639435;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;73;275,108448760171;73
4639435;1;2;1;90;2; ;1;21;2; ;2; ;1;35;2; ;2; ;2; ;2; ;2; ;1;06;73;275,108448760171;73
4639435;1;3;1;90;2; ;1;14;2; ;2; ;1;35;2; ;2; ;2; ;2; ;2; ;1;06;73;275,108448760171;73
4639435;1;4;1;90;2; ;2; ;2; ;2; ;1;35;2; ;2; ;2; ;2; ;2; ;1;06;73;275,108448760171;73
4639444;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639444;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639444;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639444;1;4;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639445;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1413,43951723814;76
4639445;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1413,43951723814;76
4639445;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1413,43951723814;76
4639445;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1413,43951723814;76
4639446;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1111,76568692222;76
4639446;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1111,76568692222;76
4639446;1;3;1;90;2; ;1;3;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1111,76568692222;76
4639447;1;1;1;90;2; ;1;24;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1098,2233467408;76
4639447;1;2;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1098,2233467408;76
4639448;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;860,151758884374;76
4639448;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;860,151758884374;76
4639448;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;860,151758884374;76
4639448;1;4;1;90;2; ;1;98;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;860,151758884374;76
4639449;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;901,849430409004;76
4639449;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;901,849430409004;76
4639450;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;875,81982604143;76
4639450;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;875,81982604143;76
4639451;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;1;4;1;06;76;1090,36817737035;76
4639451;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1090,36817737035;76
4639451;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;12;2; ;2; ;1;4;1;06;76;1090,36817737035;76
4639452;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1199,65278809211;76
4639452;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1199,65278809211;76
4639452;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1199,65278809211;76
4639453;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639453;1;2;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639453;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639453;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2; ;1;06;76;968,632475839406;76
4639454;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1218,67792149561;76
4639454;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1218,67792149561;76
4639454;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1218,67792149561;76
4639454;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1218,67792149561;76
4639455;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;981,119740025559;76
4639455;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;981,119740025559;76
4639455;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;981,119740025559;76
4639456;1;1;1;90;2; ;1;5;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1223,31001631131;76
4639456;1;2;1;90;2; ;1;21;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1223,31001631131;76
4639456;1;3;1;90;2; ;1;18;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1223,31001631131;76
4639456;1;4;1;90;2; ;2; ;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;1223,31001631131;76
4639457;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;959,722230473686;76
4639457;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;959,722230473686;76
4639457;2;1;2;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;06;76;959,722230473686;76
