DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4644840;1;3;2;2;1;1;6;1;4;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;3;2;2;1;1;2; ;01;2;06;66;867,888131445583
4645772;1;3;2;1;1;1;1;1;4;3; ; ; ; ;110000;2;2;2;1;1;1;1;2;2;2;2;2;2;1;2;2;1;2;1;2;2;1;1;4;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;2597,33520502196
4645773;1;4;2;1;1;1;1;1;4;4; ; ; ;300000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;2;2;1;1;1;1;1;01;2;06;17;2952,39511948493
4645774;1;3;3;1;1;1;1;1;4;1; ; ;25000000;200000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;3;4;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;2171,3257629456
4645775;1;5;3;1;1;1;1;1;4;1; ; ;50000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;3049,29720287505
4645776;1;3;2;1;1;1;1;1;4;1; ; ;20000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;3561,12300956745
4645777;1;4;2;1;1;1;1;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;4372,28019006438
4645778;1;4;3;1;1;1;1;1;4;4; ; ; ;110000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;4;5;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;2695,90722056155
4645779;1;4;3;1;1;1;1;1;4;4; ; ; ;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;5;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;5023,05615114612
4645780;1;3;1;1;1;1;1;1;4;1; ; ;98;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;4180,60037432655
4645781;1;4;3;1;1;1;1;1;4;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;2;1;4;1;2;2;1;1;1;1;1;01;2;06;17;4956,11163862973
4645783;1;4;2;1;1;1;1;1;4;1; ; ;98;120000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;4279,17238986614
4645785;1;4;1;1;1;1;1;1;4;1; ; ;40000000;150000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;1;1;1;01;2;06;17;3723,1741611321
4645786;1;4;3;1;1;1;1;1;4;3; ; ; ; ;180000;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;4;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;2790,34396792027
4645788;1;4;2;2;1;1;1;1;4;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;5;5;2; ;1;1;1;2;1;2;2;2;1;1;1;1;01;2;06;17;4957,7815707792
4645789;1;3;2;2;1;4;2;1;5;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;17;2952,39511948493
4645791;1;2;1;2;1;5;1;1;4;4; ; ; ;100000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;06;17;2659,14440889756
4645792;1;2;2;3;1;1;1;1;4;4; ; ; ;80000; ;2;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;3;1;2;2;2;1;1;1;1;01;2;06;17;5728,56061242637
4645793;1;3;2;2;1;5;2;1;4;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;6;9;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;06;17;4352,11313660844
4645794;1;4;3;2;1;3;2;1;5;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;3;6;2; ;1;1;7;2;1;2;2;2;2; ;2; ;01;2;06;17;2983,69371580757
4645795;1;3;2;2;1;4;2;5;5;1; ; ;2000000;80000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;3;2; ;1;2;4;2;1;2;2;2;2; ;2; ;01;2;06;17;4429,07238061239
4645796;1;1;1;2;1;3;2;6; ;4; ; ; ;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;1;2; ;1;2;4;2;1;2;2;2;2; ;2; ;01;2;06;17;3982,12739608688
4645800;1;3;3;1;1;1;1;1;4;2; ;120000;50000000;500000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;940,850282176681
4645801;1;2;2;1;1;1;1;1;5;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;3;1;2;1;1;1;1;1;1;01;2;06;17;820,251461745834
4645802;1;2;2;1;1;1;1;1;1;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;810,66024627459
4645803;1;8;2;1;1;1;1;1;4;1; ; ;450000000;800000; ;2;1;2;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;840,027203046456
4645804;1;3;2;1;1;1;1;1;4;1; ; ;100000000;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;1301,97321052256
4645805;1;3;2;2;1;1;1;1;5;2; ;300000;35000000;300000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;4;1;1;2;2;1;1;1;1;01;2;06;17;1046,83020718465
4645806;1;1;1;6; ;1;1;2;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;0;2;2;1;1;1;1;01;2;06;17;945,61646981892
4645807;1;2;1;1;1;1;1;1;4;4; ; ; ;150000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;1;1;1;1;1;01;2;06;17;1094,4668768844
4645808;1;1;1;1;2;1;1;1;4;2; ;400000;99;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;3;2; ;1;1;1;4;1;2;2;1;1;1;1;1;01;2;06;17;1719,85451202016
4645809;1;3;2;2;1;1;2;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;4;4;2; ;1;1;7;2;1;2;2;2;1;1;1;1;01;2;06;17;896,864429981941
4647072;1;1;1;6; ;4;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;537,753533107804
4647073;1;1;1;6; ;4;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;635,068515063626
4647074;1;2;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;468,071496674539
4647075;1;1;1;6; ;4;4;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;663,656561524157
4647076;1;1;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;375,985663872008
4647077;1;1;1;6; ;4;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;820,735858028581
4647078;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;335,79438106112
4647079;1;2;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;334,209443330636
4647080;1;1;1;6; ;3;4;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;536,666611361063
4647081;1;1;1;6; ;4;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;664,667132462403
4647082;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;585,333269594704
4647083;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;798,645783843769
4647084;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;388,42594782113
4647085;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;595,245740636921
4647086;1;1;1;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;789,95671706696
4647087;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;5;7;1;2; ;2;2;2; ;2; ;01;2;06;44;810,823386986364
4647088;1;2;1;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;610,461398431717
4647089;1;2;2;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;8;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;904,178122125718
4647090;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;5;1;1;2; ;2;2;2; ;2; ;01;2;06;44;623,833787097452
4647091;1;1;1;6; ;4;4;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;623,833787097452
4647092;1;2;1;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;6;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;771,142345920772
4647093;1;1;1;6; ;4;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;295,985018799149
4647094;1;2;2;6; ;4;4;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;775,612834482537
4647095;1;2;2;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;9;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;920,826213830077
4647096;1;1;1;6; ;4;4;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;5;7;1;2; ;2;2;2; ;2; ;01;2;06;44;428,248722247835
4647097;1;1;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;7;1;2; ;2;2;2; ;2; ;01;2;06;44;710,874764545981
4647098;1;1;1;6; ;4;4;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;810,823386986364
4647099;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;448,83757576624
4647100;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;7;1;2; ;2;2;2; ;2; ;01;2;06;44;583,068137494326
4647101;1;1;1;6; ;4;8;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;3;2; ;1;5;4;1;1;0;2;2;2; ;2; ;01;2;06;44;585,333269594704
4647102;1;4;2;6; ;4;8;1;4;5; ; ; ;200000; ;2;1;1;2;2;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2;6;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;06;44;735,017137504009
4647103;1;2;1;6; ;4;8;5;5;5; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;06;44;524,944740774499
4647104;1;1;1;6; ;4;4;5;5;5; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;06;44;702,915739618431
4647105;1;2;1;2;1;4;8;1;4;5; ; ; ;60000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;2; ;4;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;06;44;674,3276931579
4647107;1;4;3;2;2;4;8;6; ;5; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;3;3;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;06;44;438,925104724024
4647108;1;1;1;6; ;3;4;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;764,828588229947
4647109;1;2;2;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;5;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;532,196122799299
4647110;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;5;5;1;2; ;2;2;2; ;2; ;01;2;06;44;334,209443330636
4647111;1;1;1;6; ;3;4;5;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;671,051990119276
4647112;1;1;1;6; ;4;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;499,515696411583
4647113;1;2;2;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;786,468180701175
4647114;1;2;2;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;531,379445910738
4647115;1;1;1;6; ;4;3;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;4;1;2; ;2;2;2; ;2; ;01;2;06;44;531,379445910738
4647116;1;2;2;6; ;3;3;5;5;5; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;643,285871389752
4647117;1;3;2;2;1;4;8;1;4;5; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;1;1;2;1;2;4;2; ;1;1;1;2;1;9;2;2;2; ;2; ;01;2;06;44;620,937465806364
4647118;1;2;1;6; ;3;8;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;1;1;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;778,959637487209
4647119;1;1;1;6; ;4;3;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;295,985018799149
4647120;1;1;1;6; ;3;3;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;5;7;1;2; ;2;2;2; ;2; ;01;2;06;44;537,753533107804
4647121;1;1;1;6; ;4;3;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;655,697536596607
4647122;1;2;2;6; ;3;3;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;627,109490136076
4647123;1;1;1;6; ;3;3;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;623,833787097452
4647124;1;1;1;6; ;3;3;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;2;1;9;2;2;2; ;2; ;01;2;06;44;420,289697320285
4647125;1;1;1;6; ;3;3;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;623,833787097452
4647127;1;2;1;6; ;3;3;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;413,291395851615
4647128;1;1;1;6; ;4;3;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;725,005813803243
4647129;1;4;1;2;1;4;10;1;4;4; ; ; ;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;0;2;1;2; ;2; ;01;2;06;44;388,42594782113
4647130;1;5;2;2;1;4;1;1;4;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;1;2;1;2;2;2; ;1;1;1;2;1;0;2;2;2; ;1;2;01;2;06;44;420,289697320285
4647131;1;3;1;1;1;4;1;1;4;5; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;0;2;1;2; ;1;2;01;2;06;44;632,551472616528
4647132;1;5;1;1;1;3;10;1;4;3; ; ; ; ;500000;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;1;2;1;2;2;2; ;1;1;1;4;1;0;2;1;2; ;1;2;01;2;06;44;334,209443330636
4647133;1;2;1;1;1;4;10;1;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;0;2;1;2; ;1;2;01;2;06;44;553,46952009555
4647134;1;3;2;1;1;3;10;1;4;5; ; ; ;200000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2;2;2; ;1;1;1;2;1;0;2;1;2; ;1;2;01;2;06;44;531,379445910738
4647135;1;3;1;1;1;3;10;1;4;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;0;2;1;2; ;1;2;01;2;06;44;499,515696411583
4647136;1;1;1;6; ;4;4;5;5;5; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;610,461398431717
4647137;1;1;1;6; ;3;4;5;5;5; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;06;44;766,782034344615
4647138;1;1;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;388,42594782113
4647139;1;1;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;06;44;499,515696411583
4647140;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;539,338470838288
4647141;1;2;1;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;1;3;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;711,438360878411
4647142;1;1;1;6; ;4;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;334,209443330636
4647143;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;631,792812025002
4647144;1;2;2;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;614,931886993482
4647145;1;2;2;6; ;3;4;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;524,381144442068
4647146;1;2;2;6; ;4;8;5;5;5; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;654,754661420186
4647147;1;1;1;6; ;3;4;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;539,338470838288
4647148;1;1;1;6; ;3;3;5;5;5; ; ; ;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;5;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;681,063313820043
4647149;1;2;2;6; ;3;3;5;5;5; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;5;4;1;2; ;2;2;2; ;2; ;01;2;06;44;808,558254885986
