DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4648184;1;1;1;80;18;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;18;70,8134192787334
4648185;1;1;1;80;18;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;18;49,4463846378458
4648185;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;49,4463846378458
4648187;1;4;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;116,394841874079
4648188;1;1;1;80;18;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;18;70,1535350703345
4648189;1;1;1;80;18;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;18;115,026889293815
4648190;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;50,3437248873092
4648191;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;76,3304735769098
4648192;1;2;1;80;18;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;18;128,246080514198
4648193;1;2;1;80;18;1;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;18;135,581689044184
4648195;1;1;1;80;18;1;1;4;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;18;80,0119652887615
4648195;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;80,0119652887615
4648196;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;79,1885531245085
4648197;1;2;1;80;18;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;18;110,912803798835
4648198;1;1;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;107,776386122774
4648199;1;3;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;58,7188587330842
4648200;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;107,123344653096
4648202;1;1;1;80;18;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;18;102,53766995306
4648203;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;74,7732491190475
4648206;1;3;1;80;18;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;18;107,157384001773
4648207;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;73,0548179338985
4648207;1;4;1;80;18;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;18;73,0548179338985
4648207;1;5;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;73,0548179338985
4648207;1;6;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;73,0548179338985
4648208;1;3;1;80;18;1;1;1;2; ;2; ; ;2; ;2; ;1;150000;1;20;400000;2;1;06;18;45,3116147308794
4648208;1;4;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;45,3116147308794
4648208;1;5;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;45,3116147308794
4648210;1;2;1;80;18;1;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;18;103,197554161459
4648211;1;3;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;130,042731238245
4648212;1;2;1;80;18;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;18;110,877787575903
4648212;1;3;1;80;18;1;1;1;4; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;18;110,877787575903
4648213;1;1;1;80;18;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;18;45,3116147308794
4648213;1;4;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;45,3116147308794
4648217;1;2;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;61,5419220577507
4648219;1;1;1;80;18;1;1;1;9;DROGADICION;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;18;123,007364344484
4648221;1;3;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;90,4080931844784
4648221;1;5;1;80;18;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;18;90,4080931844784
4648223;1;2;1;80;18;1;1;1;8; ;2; ; ;9; ;2; ;1;20000; ; ; ;2;1;06;18;45,3116147308794
4648223;1;3;1;80;18;1;1;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;18;45,3116147308794
4648223;1;4;1;80;18;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;18;45,3116147308794
4648223;1;5;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;45,3116147308794
4648223;1;6;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;45,3116147308794
4648223;1;8;1;80;18;1;1;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;18;45,3116147308794
4648223;1;10;1;80;18;1;1;1;4; ;2; ; ;4; ;2; ;1;60000; ; ; ;2;1;06;18;45,3116147308794
4648225;1;3;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;110,877787575903
4648228;1;1;1;80;18;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;18;84,0457232142859
4648228;1;2;1;80;18;1;1;1;8; ;2; ; ;6; ;2; ;1;900000;1;48;1300000;2;1;06;18;84,0457232142859
4648228;1;3;1;80;18;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;18;84,0457232142859
4648230;1;2;1;80;18;1;1;2;7; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;06;18;94,1435144463238
4648230;1;3;1;80;18;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;18;94,1435144463238
4648230;1;4;1;80;18;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;18;94,1435144463238
4648244;1;1;1;80;19;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;19;106,058978716374
4648245;1;1;1;80;19;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;112,826945686073
4648245;1;2;1;80;19;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;19;112,826945686073
4648245;1;4;1;80;19;1;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;19;112,826945686073
4648245;1;6;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;112,826945686073
4648246;1;1;1;80;19;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;19;98,9855687697074
4648246;1;2;1;80;19;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;19;98,9855687697074
4648246;2;2;2;80;19;1;1;4;3; ;2; ; ;1; ;2; ;2; ;1;40;781000;2;1;06;19;98,9855687697074
4648246;2;3;2;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;98,9855687697074
4648248;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;131,118075700568
4648249;1;2;1;80;19;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;06;19;112,786367180822
4648249;1;5;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;112,786367180822
4648251;1;1;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;161,468042454145
4648253;1;1;1;80;19;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;19;88,3464494722327
4648253;1;2;1;80;19;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;19;88,3464494722327
4648254;1;1;1;80;19;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;100,163033087749
4648254;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;100,163033087749
4648255;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;114,237330379139
4648256;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;93,3453262670438
4648256;1;4;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;93,3453262670438
4648257;1;2;1;80;19;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;99,2070200094838
4648257;1;5;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;99,2070200094838
4648257;1;6;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;99,2070200094838
4648257;1;7;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;99,2070200094838
4648262;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;107,18670318341
4648264;1;3;1;80;19;1;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;19;147,593496126157
4648265;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;85,6789938887787
4648267;1;2;1;80;19;1;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;147,593496126157
4648268;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;124,588059150208
4648270;1;1;1;80;19;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;86,6093464417274
4648271;1;1;1;80;19;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;19;120,478360084403
4648272;1;1;1;80;19;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;2;1;06;19;169,123745509117
4648272;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;169,123745509117
4648273;1;1;1;80;19;1;1;2;8; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;19;84,3872294824166
4648273;1;7;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;84,3872294824166
4648273;1;9;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;84,3872294824166
4648274;1;2;1;80;19;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;19;85,9675127702816
4648275;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;88,9225302689828
4648275;1;5;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;88,9225302689828
4648276;1;2;1;80;19;1;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;131,689867840677
4648278;1;1;1;80;19;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;115,74568738375
4648279;1;3;1;80;19;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;19;73,5791370146571
4648280;1;1;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;57,0661301657071
4648280;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;57,0661301657071
4648281;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;131,118075700568
4648282;1;1;1;80;19;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;19;99,5579572285063
4648283;1;4;1;80;19;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;19;92,1308718443313
4648284;1;2;1;80;19;1;1;1;3; ;2; ; ;9; ;2; ;1;800000; ; ; ;2;1;06;19;77,8900023537918
4648284;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;77,8900023537918
4648284;1;6;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;77,8900023537918
4648288;1;1;1;80;19;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;19;106,581627324167
4648290;1;1;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;101,317714654852
4648291;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;136,381988369883
4648291;1;4;1;80;19;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;19;136,381988369883
4648292;1;1;1;80;19;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;19;98,4032756614028
4648293;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;122,238117510749
4648294;1;1;1;80;19;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;19;114,591005816647
4648294;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;114,591005816647
4648294;2;1;2;80;19;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;19;114,591005816647
4648296;1;2;1;80;19;1;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;19;148,74817769326
4648297;1;1;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;106,581627324167
4648297;1;2;1;80;19;1;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;19;106,581627324167
4648298;1;2;1;80;19;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;81,8399159288713
4648298;1;5;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;81,8399159288713
4648299;1;2;1;80;19;1;1;4;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;19;88,8905431246002
4648299;1;3;1;80;19;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;19;88,8905431246002
4648299;1;4;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;88,8905431246002
4648302;1;1;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;98,3067449935906
4648302;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;98,3067449935906
4648302;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;98,3067449935906
4648306;1;2;1;80;19;1;1;3;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;19;119,810037276483
4648306;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;119,810037276483
4648306;1;5;1;80;19;1;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;19;119,810037276483
4648307;1;3;1;80;19;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;19;138,713537936338
4648308;1;2;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;85,3359477745642
4648309;1;2;1;80;19;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;19;96,0021525272042
4648310;1;1;1;80;19;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;19;107,213660283478
4648315;1;3;1;80;19;1;1;3;8; ;2; ; ;12;RESTRICCION DOMICILIARIA;2; ;2; ; ; ; ;2;1;06;19;142,250976898441
4648315;1;4;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;142,250976898441
4648315;1;6;1;80;19;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;19;142,250976898441
4648352;1;1;1;80;23;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;93,7648861401595
4648352;1;4;1;80;23;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;93,7648861401595
4648354;1;1;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;172,216926815878
4648354;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;172,216926815878
4648355;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;167,783326275536
4648356;1;1;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;06;23;151,98284354114
4648356;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;151,98284354114
4648356;1;6;1;80;23;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;151,98284354114
4648358;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;228,981350802579
4648358;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;228,981350802579
4648360;1;1;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;155,897438569098
4648360;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;155,897438569098
4648361;1;1;1;80;23;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;141,885699855089
4648361;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;2000000;2;1;06;23;141,885699855089
4648363;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;194,476892081504
4648364;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;178,193723702274
4648365;1;2;1;80;23;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;123,625117145397
4648368;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;214,566910548143
4648368;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;214,566910548143
4648368;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;214,566910548143
4648370;1;1;1;80;23;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;40;500000;2;1;06;23;112,649218498995
4648371;1;1;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;30;781242;2;1;06;23;101,641899291839
4648371;1;4;1;80;23;1;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;101,641899291839
4648372;1;1;1;80;23;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;107,929406851252
4648372;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;107,929406851252
4648372;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;107,929406851252
4648374;1;1;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;150,973949044489
4648375;1;1;1;80;23;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;139,5055839842
4648377;1;1;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;105,995515727773
4648377;1;2;1;80;23;1;1;4;3; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;23;105,995515727773
4648377;1;3;1;80;23;1;1;3;2; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;105,995515727773
4648381;1;2;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;137,673175726955
4648381;1;6;1;80;23;1;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;23;137,673175726955
4648382;1;1;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;128,058717685739
4648382;1;2;1;80;23;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;128,058717685739
4648384;1;1;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;122,278684107003
4648385;1;1;1;80;23;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;140,956789462845
4648387;1;2;1;80;23;1;1;1;7; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;126,607512207094
4648388;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;06;23;149,577984765602
4648389;1;2;1;80;23;1;1;4;7; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;06;23;128,922465079299
4648390;1;2;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;177,355846939551
4648390;1;5;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;177,355846939551
4648390;1;6;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;500000;2;1;06;23;177,355846939551
4648390;1;7;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;177,355846939551
4648391;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;167,217825055871
4648392;1;2;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;154,820091499745
4648395;1;1;1;80;23;1;1;3;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;23;156,23497711084
4648398;1;2;1;80;23;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;158,629914087452
4648398;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;158,629914087452
4648400;1;1;1;80;23;1;1;4;9;POR QUE SE CONSIDERA MUY VIEJO;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;164,431904531608
4648400;1;2;1;80;23;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;164,431904531608
4648400;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;164,431904531608
4648401;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;139,088061338051
4648401;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;139,088061338051
4648402;1;2;1;80;23;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;1000000;2;1;06;23;150,973949044489
4648403;1;2;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;175,439291318499
4648403;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;175,439291318499
4648403;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;175,439291318499
4648404;1;2;1;80;23;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;300000;2;1;06;23;154,820091499745
4648406;1;2;1;80;23;1;1;2;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;23;153,332566153551
4648406;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;153,332566153551
4648408;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;173,461876988037
4648409;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;206,616613096701
4648409;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;206,616613096701
4648409;1;7;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;206,616613096701
4648411;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;214,566910548143
4648414;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;127,721179143997
4648414;1;3;1;80;23;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;127,721179143997
4648415;1;1;1;80;23;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;124,673621083615
4648416;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;183,500993435101
4648418;1;1;1;80;23;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;159,998303991267
4648418;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;159,998303991267
4648420;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;157,766166693892
4648422;1;1;1;80;23;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;165,388389298924
4648422;1;2;1;80;23;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;23;165,388389298924
4648423;1;2;1;80;23;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;147,127806589232
4648424;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;156,23497711084
4648428;1;2;1;80;23;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;110,324343827864
4648429;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;198,871200253998
4648429;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;198,871200253998
4648430;1;3;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;236,683557512018
4648430;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;236,683557512018
4648430;1;5;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;236,683557512018
4648432;1;2;1;80;23;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;196,454306411966
4648432;1;4;1;80;23;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;196,454306411966
4648433;1;1;1;80;23;1;2; ; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;06;23;115,631613560691
