DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4640242;1;5;1;80;63;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;63;265,095906543318
4640243;1;1;1;80;63;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;63;124,272493521501
4640246;1;2;1;80;63;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;63;205,28663026592
4640247;1;2;1;80;63;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;63;122,200792021211
4640249;1;2;1;80;63;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;63;82,1507847533656
4640250;1;4;1;80;63;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;63;236,580452704118
4640251;1;2;1;80;63;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;781000;2;1;06;63;220,685871969654
4640252;1;2;1;80;63;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;159,595473635735
4640252;1;4;1;80;63;1;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;63;159,595473635735
4640252;1;5;1;80;63;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;159,595473635735
4640254;1;2;1;80;63;1;1;4;7; ;1; ;3;1; ;2; ;2; ;1;25;98;2;1;06;63;146,040173696465
4640256;1;1;1;80;63;1;1;4;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;63;99,2525795671596
4640256;1;2;1;80;63;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;99,2525795671596
4640256;1;3;1;80;63;1;1;4;8; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;06;63;99,2525795671596
4640259;1;1;1;80;63;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;63;170,136390186784
4640259;1;2;1;80;63;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;63;170,136390186784
4640261;1;3;1;80;63;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;63;110,533414263992
4640261;1;5;1;80;63;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;63;110,533414263992
4640262;1;2;1;80;63;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;700000;2;1;06;63;133,416811165287
4640262;1;4;1;80;63;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781000;2;1;06;63;133,416811165287
4640264;1;2;1;80;63;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;63;133,673645980352
4640265;1;2;1;80;63;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;128,065636408314
4640268;1;1;1;80;63;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;781240;2;1;06;63;172,248859873963
4640272;1;3;1;80;63;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;63;125,993934908025
4640275;1;1;1;80;63;1;1;4;6; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;63;128,065636408314
4640275;1;2;1;80;63;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;128,065636408314
4640276;1;3;1;80;63;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;63;138,092883329233
4640279;1;1;1;80;63;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;63;84,2434175362697
4640279;1;2;1;80;63;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;63;84,2434175362697
4640280;1;2;1;80;63;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;63;205,28663026592
4640282;1;1;1;80;63;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;06;63;124,272493521501
4640285;1;2;1;80;63;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;119,861511226017
4640286;1;1;1;80;63;1;1;4;9;LOS HIJOS NO LA DEJARON;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;63;124,272493521501
4640289;1;1;1;80;63;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;63;88,0365604230835
4640289;1;2;1;80;63;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;63;88,0365604230835
4640289;1;3;1;80;63;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;63;88,0365604230835
4640290;1;1;1;80;63;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;63;124,272493521501
4640291;1;1;1;80;63;1;1;1;4; ;2; ; ;4; ;1; ;2; ;1;40;900000;2;1;06;63;114,253501653979
4640292;1;3;1;80;63;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;63;150,716245860411
4640294;1;1;1;80;63;1;1;2;3; ;2; ; ;2; ;2; ;2; ;2; ;700000;2;1;06;63;169,909579078769
4640295;1;2;1;80;63;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;63;128,065636408314
4640296;1;1;1;80;63;1;1;2;8; ;2; ; ;2; ;2; ;2; ;1;40;340000;2;1;06;63;182,532941609947
4640299;1;2;1;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;653,135697937548
4640299;2;3;2;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;653,135697937548
4640299;2;4;2;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;653,135697937548
4640300;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;461,846414515497
4640302;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;431,260927133796
4640302;1;4;1;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;431,260927133796
4640303;1;3;1;80;68;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;434,663309450061
4640303;1;4;1;80;68;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;434,663309450061
4640306;1;2;1;80;68;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;408,320411224687
4640307;1;2;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;379,085323453403
4640307;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;379,085323453403
4640308;1;2;1;80;68;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;68;408,996321399493
4640308;1;3;1;80;68;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;68;408,996321399493
4640311;1;1;1;80;68;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;68;454,031677687822
4640311;1;2;1;80;68;1;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;454,031677687822
4640314;1;1;1;80;68;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;498,080151529856
4640314;1;3;1;80;68;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;68;498,080151529856
4640315;1;1;1;80;68;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;68;603,797919691693
4640316;1;1;1;80;68;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;68;505,576745100094
4640316;1;2;1;80;68;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;505,576745100094
4640316;1;4;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;505,576745100094
4640317;1;3;1;80;68;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;68;512,469400556402
4640318;1;2;1;80;68;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;68;514,527117505656
4640318;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;514,527117505656
4640320;1;1;1;80;68;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;68;455,501633717123
4640320;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;455,501633717123
4640320;1;4;1;80;68;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;68;455,501633717123
4640320;1;7;1;80;68;1;1;4;3; ;2; ; ;12;NO TIENE DOCUMENTOS LEGALIZADOS;2; ;2; ; ; ; ;2;1;06;68;455,501633717123
4640324;1;1;1;80;68;1;1;4;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;68;474,743665782637
4640324;1;2;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;474,743665782637
4640324;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;68;474,743665782637
4640325;1;3;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;474,743665782637
4640326;1;3;1;80;68;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;68;462,910094035853
4640326;1;4;1;80;68;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;68;462,910094035853
4640326;1;5;1;80;68;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;68;462,910094035853
4640327;1;1;1;80;68;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;68;483,584908716542
4640329;1;1;1;80;70;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;70;78,1085066482034
4640329;1;2;1;80;70;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;70;78,1085066482034
4640329;1;3;1;80;70;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;70;78,1085066482034
4640330;1;1;1;80;70;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;781242;2;1;06;70;99,9885696076081
4640330;1;3;1;80;70;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;70;99,9885696076081
4640333;1;3;1;80;70;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;781242;2;1;06;70;124,612468337313
4640334;1;1;1;80;73;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;73;212,38157466447
4640335;1;1;1;80;76;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;76;1125,36592160657
4640337;1;1;1;80;76;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;76;1018,95303712425
4640340;1;1;1;80;76;1;1;4;9;EL SITIO DE TRABAJO LE QUEDABA MUY LEJOS;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;76;1080,69021161487
4640341;1;2;1;80;76;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;76;924,014660350634
4640342;1;2;1;80;76;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;76;682,078698068264
4640342;1;3;1;80;76;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;76;682,078698068264
4640342;1;4;1;80;76;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;76;682,078698068264
4640343;1;1;1;80;76;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;76;1018,95303712425
4640345;1;2;1;80;76;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;76;924,014660350634
4640347;1;2;1;80;76;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;06;76;1003,28496996719
4640347;1;3;1;80;76;1;1;1;1; ;2; ; ;8; ; ; ;2; ;1;8;98; ;1;06;76;1003,28496996719
4640348;1;1;1;80;76;1;1;2;9;CAMBIO DE DOMICILIO;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;76;803,046679209449
4640348;1;2;1;80;76;1;1;2;8; ;2; ; ;8; ;2; ;2; ;1;20;1000000;2;1;06;76;803,046679209449
4640350;1;1;1;80;76;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;76;685,343326337521
4640350;1;2;1;80;76;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;76;685,343326337521
4640350;1;6;1;80;76;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;76;685,343326337521
4640351;1;1;1;80;76;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;76;1018,95303712425
4640354;1;2;1;80;76;1;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;76;1223,65724188336
4640354;1;3;1;80;76;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;76;1223,65724188336
4640356;1;2;1;80;76;1;1;2;9;EL TRABAJO ERA MUY LEJOS Y GASTABA MUCHO TIEMPO EN SU DESPLAZAMIENTO;2; ; ;12;ESTA EMBARAZADA Y PREFIERE ESPERAR POR UN TIEMPO;2; ;2; ; ; ; ;2;1;06;76;1271,70806080085
4640359;1;3;1;80;76;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;76;1164,28241984108
4640359;1;4;1;80;76;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;76;1164,28241984108
4640360;1;2;1;80;76;1;1;2;1; ;2; ; ;12;EL ESPOSO NO LA DEJO SEGUIR TRABAJANDO;1; ;2; ; ; ; ;2;1;06;76;1243,56643022443
4640361;1;1;1;80;76;1;1;3;4; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;06;76;875,81982604143
4640362;1;2;1;80;76;1;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;76;1439,2163742261
4640366;1;1;1;80;76;1;1;4;5; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;06;76;1018,95303712425
4640367;1;2;1;80;76;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;48;1000000;2;1;06;76;1139,61808767482
4640368;1;1;1;80;76;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;76;924,014660350634
4640368;1;2;1;80;76;1;1;4;5; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;06;76;924,014660350634
4640369;1;2;1;80;76;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;76;1076,05811679917
4640371;1;2;1;80;76;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;76;1049,30454010148
4640373;1;2;1;80;76;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;76;897,98505598306
4640374;1;3;1;80;76;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;700000;2;1;06;76;1085,01211022453
4640378;1;3;1;80;76;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;48;781242;2;1;06;76;1164,28241984108
4640378;1;4;1;80;76;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;76;1164,28241984108
4640379;1;2;1;80;76;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;76;1107,17734016616
4640379;1;3;1;80;76;1;1;1;3; ;2; ; ;7; ;2; ;2; ;1;48;781242;2;1;06;76;1107,17734016616
4640383;1;2;1;80;76;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;48;781242;2;1;06;76;746,228955140037
4640479;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;922,465870624443
4640479;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;922,465870624443
4640479;1;3;1;80;05;1;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;05;922,465870624443
4640479;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;922,465870624443
4640480;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;997,043362094958
4640481;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;879,620850233882
4640481;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;781242;2;1;06;05;879,620850233882
4640482;1;2;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4640483;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;921,98059627681
4640483;1;4;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;16;700000;2;1;06;05;921,98059627681
4640483;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;921,98059627681
4640488;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1206,13596503491
4640489;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1351,30589581866
4640490;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1103,38705422357
4640490;1;3;1;80;05;1;1;2;7; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;05;1103,38705422357
4640491;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1075,92420673572
4640500;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;05;1182,26789886433
4640500;1;2;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;05;1182,26789886433
4640501;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1150,97209799146
4640503;1;1;1;80;05;1;1;3;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;05;1182,26789886433
4640503;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4640504;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1191,23906647983
4640505;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1114,93627374126
4640505;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1114,93627374126
4640506;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;779,38871739526
4640506;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;779,38871739526
4640507;1;3;1;80;05;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;24;350000;2;1;06;05;1084,89537435122
4640508;1;1;1;80;05;1;1;2;9;CAMBIO DE CIUDAD;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1322,30357541316
4640509;1;2;1;80;05;1;1;1;7; ;1; ;1;9; ;2; ;2; ;2; ;781242;2;1;06;05;1029,66627338275
4640510;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4640510;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4640524;1;1;1;80;08;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;08;427,459445573524
4640524;1;2;1;80;08;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;08;427,459445573524
4640524;1;3;1;80;08;1;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;08;427,459445573524
4640526;1;2;1;80;08;1;2; ; ; ; ;1;1;2; ;2; ;2; ;1;48;1200000;2;1;06;08;521,205921001419
4640526;1;3;1;80;08;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;1200000;2;1;06;08;521,205921001419
4640526;1;4;1;80;08;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;600000;2;1;06;08;521,205921001419
4640528;1;2;1;80;11;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;11;2428,03938411633
4640529;1;1;1;80;11;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;11;2744,47215538121
4640530;1;1;1;80;11;1;1;3;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;11;2649,23650304751
4640530;1;2;1;80;11;1;1;4;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;06;11;2649,23650304751
4640532;1;1;1;80;11;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;48;900000;2;1;06;11;3038,59404642014
4640533;1;2;1;80;11;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;11;1863,93023576568
4640534;1;1;1;80;13;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;13;453,142927861505
4640534;1;2;1;80;13;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;13;453,142927861505
4640535;1;1;1;80;13;1;1;4;3; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;06;13;403,806170398751
4640536;1;1;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;453,142927861505
4640536;1;2;1;80;13;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;13;453,142927861505
4640537;1;2;1;80;13;1;1;4;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;13;270,297077141984
4640539;1;2;1;80;13;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;1000000;2;1;06;13;362,015645317561
4640539;1;3;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;13;362,015645317561
4640540;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;461,657254286775
4640540;1;3;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;13;461,657254286775
4640542;1;1;1;80;13;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;13;453,142927861505
4640542;1;2;1;80;13;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;13;453,142927861505
4640543;1;2;1;80;13;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;13;511,62169351528
4640543;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;511,62169351528
4640544;1;1;1;80;13;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;13;354,544039554591
4640544;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;354,544039554591
4640544;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;354,544039554591
4640545;1;1;1;80;13;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;13;461,740361098595
4640545;1;2;1;80;13;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;13;461,740361098595
4640545;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;13;461,740361098595
4640547;1;1;1;80;13;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;13;377,493398685989
4640547;1;2;1;80;13;1;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;13;377,493398685989
4640549;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;589,99352182701
4640550;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;660,623096693902
4640550;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;660,623096693902
4640550;1;5;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;660,623096693902
4640551;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;15;106,996058399769
4640551;1;5;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;15;106,996058399769
4640552;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;781242;2;1;06;15;97,3989059292284
4640554;1;1;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;15;113,211484228768
4640554;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;15;113,211484228768
4640554;1;5;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;15;113,211484228768
4640554;1;6;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;15;113,211484228768
4640555;1;1;1;80;15;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;15;121,242880611506
4640556;1;2;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;15;140,283645434838
4640557;1;2;1;80;15;1;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;15;113,850139478478
4640557;1;3;1;80;15;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;20;781242;3;1;06;15;113,850139478478
4640557;1;4;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;15;113,850139478478
4640559;1;1;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;15;69,9307876079301
4640559;2;2;2;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;15;69,9307876079301
4640560;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;15;121,845837461017
4640560;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;15;121,845837461017
4640561;1;1;1;80;15;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;15;123,473819567901
4640561;1;2;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;15;123,473819567901
4640562;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;15;95,0802668058513
4640562;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;15;95,0802668058513
4640566;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;15;61,1425831202058
4640566;1;6;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;15;61,1425831202058
4640567;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;15;128,023397647673
