DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4637844;1;2;1;80;23;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;139,86899315678
4637845;1;4;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;124,7387840823
4637847;1;1;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;125,076322624042
4637847;1;2;1;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;125,076322624042
4637848;1;1;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;161,63426601457
4637851;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;173,044354341888
4637851;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;173,044354341888
4637853;1;1;1;80;23;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;178,258886700959
4637853;1;2;1;80;23;1;3;8; ;2; ; ;1; ;2; ;2; ;1;30;600000;2;1;06;23;178,258886700959
4637853;1;4;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;178,258886700959
4637854;1;1;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;142,40799494149
4637856;1;1;1;80;23;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;125,2610791687
4637857;1;2;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;128,058717685739
4637858;1;3;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;143,807872985793
4637858;1;5;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;143,807872985793
4637859;1;2;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;181,632265310307
4637859;1;5;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;181,632265310307
4637861;1;2;1;80;23;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;190,278203517713
4637861;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;190,278203517713
4637861;2;2;2;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;190,278203517713
4637862;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;198,050658993703
4637862;1;4;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;198,050658993703
4637863;1;1;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;102,733541783585
4637863;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;102,733541783585
4637863;1;4;1;80;23;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;102,733541783585
4637864;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;171,593148863243
4637870;1;2;1;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;159,335726136326
4637870;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;159,335726136326
4637871;1;1;1;80;23;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;122,278684107003
4637874;1;1;1;80;23;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;23;139,948977261187
4637875;1;3;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;167,783326275536
4637877;1;2;1;80;23;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;23;175,798786725662
4637878;1;2;1;80;23;1;3;8; ;2; ; ;9; ;2; ;2; ;1;30;500000;2;1;06;23;288,043635130615
4637878;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;781242;2;1;06;23;288,043635130615
4637878;1;7;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;06;23;288,043635130615
4637878;1;9;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;288,043635130615
4637878;1;10;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;1;06;23;288,043635130615
4637882;1;1;1;80;23;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;23;198,388197535445
4637882;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;198,388197535445
4637882;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;198,388197535445
4637883;1;2;1;80;23;1;1;7; ;2; ; ;1; ;2; ;2; ;2; ;700000;2;1;06;23;189,70575299942
4637883;1;4;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;189,70575299942
4637883;1;5;1;80;23;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;23;189,70575299942
4637885;1;2;1;80;23;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;23;174,347581247018
4637885;1;3;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;174,347581247018
4637886;1;2;1;80;23;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;23;122,278684107003
4637887;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;175,798786725662
4637891;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;154,783771632196
4637891;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;154,783771632196
4637892;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;174,347581247018
4637893;1;3;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;144,868094916786
4637894;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;172,478853122223
4637894;1;3;1;80;23;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;23;172,478853122223
4637895;1;1;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;142,40799494149
4637896;1;2;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;123,809873690055
4637897;1;1;1;80;23;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;23;106,478201372608
4637897;1;3;1;80;23;1;1;1; ;2; ; ;6; ;2; ;2; ;1;40;800000;2;1;06;23;106,478201372608
4638623;1;2;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;98; ;1;06;50;260,405068455019
4638624;1;1;1;80;50;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;269,256773300848
4638625;1;1;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;787000;2;1;06;50;426,685658171383
4638625;1;9;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;426,685658171383
4638626;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;900000;2;1;06;50;263,834748679132
4638630;1;2;1;80;50;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;06;50;128,73483263598
4638631;1;2;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;193,027164512619
4638633;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;176,701369796293
4638633;1;4;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;176,701369796293
4638633;1;5;1;80;50;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;50;176,701369796293
4638636;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;244,020925930813
4638638;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;263,886832731209
4638638;1;5;1;80;50;2; ; ; ; ;1;2;1; ;2; ;2; ; ; ; ;2;1;06;50;263,886832731209
4638639;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;299,5321731548
4638640;1;7;1;80;50;1;1;2; ;2; ; ;2; ;2; ;2; ;1;40;787000;2;1;06;50;346,532092117987
4638644;1;1;1;80;50;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;50;245,629119629975
4638662;1;2;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ;1;16;800000;2;1;06;50;261,451970345009
4638665;1;2;1;80;50;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;50;308,843515105795
4638665;1;3;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;308,843515105795
4638665;1;4;1;80;50;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;50;308,843515105795
4638667;1;1;1;80;50;1;2;7; ;2; ; ;5; ;2; ;2; ;1;48;1000000;2;1;06;50;284,261947288702
4638667;1;3;1;80;50;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;50;284,261947288702
4638676;1;2;1;80;50;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;50;260,405068455019
4638678;1;1;1;80;52;1;2;3; ;2; ; ;9; ;1; ;2; ;2; ;781242;2;1;06;52;220,734091435248
4638678;1;5;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;220,734091435248
4638679;1;2;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;154,706131724088
4638679;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;154,706131724088
4638679;1;4;1;80;52;1;1;8; ;2; ; ;9; ;2; ;1;40000; ; ; ;2;1;06;52;154,706131724088
4638682;1;1;1;80;52;1;4;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;52;150,215043250867
4638682;1;2;1;80;52;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;52;150,215043250867
4638682;1;5;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;150,215043250867
4638683;1;2;1;80;52;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;237,706355170113
4638684;1;2;1;80;52;1;2;6; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;06;52;201,172134450471
4638685;1;1;1;80;52;1;4;7; ;2; ; ;8; ;3; ;2; ;1;48;781242;3;1;06;52;140,6135856976
4638685;1;3;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;06;52;140,6135856976
4638686;1;3;1;80;52;1;2;8; ;2; ; ;2; ;2; ;2; ;2; ;800000;2;1;06;52;267,148543467428
4638688;1;2;1;80;52;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;52;222,066362485366
4638688;1;4;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;222,066362485366
4638689;1;1;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4638689;1;3;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4638689;1;4;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;108,257240204433
4638689;1;5;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4638689;1;6;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4638693;1;4;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;600000;2;1;06;52;220,642953953431
4638695;1;2;1;80;52;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;750000;2;1;06;52;320,558044751877
4638696;1;1;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;208,206770490354
4638696;1;3;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;208,206770490354
4638702;1;2;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;133,77231690158
4638704;1;2;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;228,505705072545
4638705;1;5;1;80;52;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;52;240,205648355003
4638705;1;6;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;240,205648355003
4638705;1;8;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;240,205648355003
4638706;1;1;1;80;52;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;52;185,073200510787
4638707;1;2;1;80;52;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;06;52;219,264537220062
4638708;1;9;1;80;52;1;1;7; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;06;52;248,396813345681
4638711;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;161,059741840403
4638712;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;226,460467788531
4638713;1;1;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;135,328341004425
4638713;1;5;1;80;52;1;2;8; ;2; ; ;2; ;2; ;2; ;2; ;781242;2;1;06;52;135,328341004425
4638714;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;210,001244148062
4638715;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;52;191,616822580455
4638715;1;3;1;80;52;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;191,616822580455
4638716;1;2;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;137,390075579621
4638716;1;3;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;137,390075579621
4638717;1;4;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;277,865630880228
4638719;1;2;1;80;52;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;273,367246094573
4638719;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;273,367246094573
4638720;1;1;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;137,390075579621
4638722;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;213,739042182979
4638722;1;4;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;213,739042182979
4638723;1;1;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;178,097761642393
4638723;1;5;1;80;52;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;06;52;178,097761642393
4638724;1;2;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;133,77231690158
4638725;1;1;1;80;52;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;52;259,407315638995
4638725;1;4;1;80;52;1;1;8; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;06;52;259,407315638995
4638726;1;1;1;80;52;1;4;4; ;2; ; ;9; ;2; ;2; ;1;28;781242;2;1;06;52;222,066362485366
4638726;1;2;1;80;52;1;4;9;ES DROGADICTO;2; ; ;12;DROGADICTO;2; ;2; ; ; ; ;2;1;06;52;222,066362485366
4638726;1;4;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;222,066362485366
4638727;1;7;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;232,756820660934
4638727;1;8;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;232,756820660934
4638728;1;1;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;210,978853425733
4638728;1;2;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;210,978853425733
4638728;1;3;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;210,978853425733
4638732;1;1;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;242,548532365369
4638732;1;7;1;80;52;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;242,548532365369
4638733;1;2;1;80;52;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;286,366708042602
4638734;1;1;1;80;52;1;3;5; ;2; ; ;4; ;3; ;2; ;1;20;781242;3;1;06;52;173,884709511649
4638735;1;1;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4638736;1;1;1;80;52;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;231,209616200491
4638736;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ;1;20;300000;2;1;06;52;231,209616200491
4638737;1;1;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;197,04866530008
4638737;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;197,04866530008
4638737;1;6;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;197,04866530008
4638737;1;8;1;80;52;2; ; ; ; ;1;1;7; ;2; ;2; ;1;40;700000;2;1;06;52;197,04866530008
4638738;1;1;1;80;52;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;133,77231690158
4638738;1;2;1;80;52;1;4;5; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;133,77231690158
4638739;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;254,862785170091
4638740;1;2;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;141,841577265229
4638741;1;1;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;243,674294170952
4638741;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;243,674294170952
4638742;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;184,775553784435
4638743;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;156,608240154795
4638744;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;267,148543467428
4638744;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;267,148543467428
4638746;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;199,768336302412
4638749;1;1;1;80;52;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;52;204,137584629712
4638749;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;204,137584629712
4638750;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;193,142460874436
4638751;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;184,775553784435
4638753;1;2;1;80;52;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;238,004001896465
4638754;1;2;1;80;52;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;154,666544936475
4638755;1;2;1;80;52;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;252,77066478603
4638757;1;2;1;80;52;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;1;06;52;226,491234933743
4638757;1;4;1;80;52;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;400000;2;1;06;52;226,491234933743
4638758;1;1;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;108,257240204433
4638758;1;2;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;108,257240204433
4638759;1;3;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;145,717395882008
4638761;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;208,013403246492
4638762;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;218,904247519278
4638763;1;2;1;80;52;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;52;140,6135856976
4638763;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;140,6135856976
4638765;1;4;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;147,45485449362
4638766;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;299,129032739416
4638767;1;3;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;292,287763943395
4638768;1;1;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;156,608240154795
4638770;1;1;1;80;52;1;1;2; ;2; ; ;2; ;2; ;1;200000; ; ; ;2;1;06;52;197,296315833692
4638771;1;2;1;80;52;1;1;7; ;2; ; ;2; ;2; ;1;100000;1;24;500000;2;1;06;52;193,142460874436
4638773;1;1;1;80;52;1;4;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;52;156,905886881146
4638778;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;133,77231690158
4638779;1;6;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;214,334335635683
4638780;1;3;1;80;52;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;06;52;259,016640129347
4638786;1;3;1;80;52;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;52;259,314286855699
4638792;1;2;1;80;52;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;52;133,77231690158
4638794;1;2;1;80;52;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;52;108,257240204433
4638806;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ;1;25;500000;2;1;06;52;253,095584228553
4638810;1;2;1;80;52;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;52;237,408708443761
4638821;1;1;1;80;54;1;4;7; ;2; ; ;9; ;2; ;2; ;1;30;98;2;1;06;54;394,576414688313
4638821;1;5;1;80;54;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;54;394,576414688313
4638822;1;4;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;455,059779484845
4638824;1;4;1;80;54;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;54;393,515324106142
4638825;1;1;1;80;54;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;54;457,261290705168
4638826;1;3;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;411,051627751579
4638827;1;1;1;80;54;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;54;314,926730063097
4638827;1;2;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;314,926730063097
4638827;1;4;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;314,926730063097
4638831;1;3;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;408,229745931339
4638832;1;1;1;80;54;1;4;4; ;2; ; ;4; ;3; ;2; ;2; ;98;3;1;06;54;418,226243494814
4638833;1;3;1;80;54;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;54;291,692886276618
4638835;1;2;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;473,358621861851
4638837;1;3;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;474,608030832737
4638837;1;4;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;474,608030832737
4638838;1;3;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;343,74006346227
4638839;1;4;1;80;54;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;98;2;1;06;54;381,783726321106
4638840;1;3;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;499,41434746857
4638845;1;1;1;80;54;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;54;401,087938559765
4638845;1;2;1;80;54;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;54;401,087938559765
4638846;1;2;1;80;54;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;54;554,578697655376
4638847;1;1;1;80;54;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;54;532,075900678536
4638847;1;4;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;532,075900678536
4638847;1;5;1;80;54;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;54;532,075900678536
4638849;1;4;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;414,521828194701
4638849;1;5;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;414,521828194701
4638851;1;1;1;80;54;1;2;4; ;2; ; ;4; ;2; ;2; ;1;40;400000;2;1;06;54;381,910700963474
4638851;1;2;1;80;54;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;54;381,910700963474
4638852;1;2;1;80;54;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;54;390,277319804791
4638853;1;2;1;80;54;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;54;586,085844717056
4638854;1;2;1;80;54;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;54;381,910700963474
4638855;1;2;1;80;54;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;785000;2;1;06;54;463,584496187905
4638856;1;5;1;80;54;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;54;353,653464136433
