DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4634584;2;1;2;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1578,18393909895
4634585;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1604,19439716364
4634585;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;06;05;1604,19439716364
4634586;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1114,93627374126
4634586;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1114,93627374126
4634590;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1083,64047286839
4634590;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1083,64047286839
4634591;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;950,78542874198
4634591;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;950,78542874198
4634592;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;05;1057,12912087059
4634592;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1057,12912087059
4634592;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1057,12912087059
4634596;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;910,916651106751
4634596;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;910,916651106751
4634596;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;910,916651106751
4634597;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4634598;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;959,756596357476
4634598;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;959,756596357476
4634601;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1084,89537435122
4634602;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1103,38705422357
4634602;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1103,38705422357
4634603;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1111,10332035623
4634603;1;2;1;80;05;1;4;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1111,10332035623
4634604;1;2;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;05;1186,10085224936
4634605;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1029,66627338275
4634611;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4634612;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1084,89537435122
4634613;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ;1;48;2000000;3;1;06;05;959,756596357476
4634613;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;959,756596357476
4634613;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;959,756596357476
4634613;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;959,756596357476
4634614;1;3;1;80;05;1;1;8; ;2; ; ;4; ;1; ;2; ;2; ;781242;2;1;06;05;1096,44459386891
4634616;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1206,13596503491
4634619;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1506,82187265052
4634620;1;2;1;80;05;1;4;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;05;1038,63744099824
4634620;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1038,63744099824
4634622;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;48;781242;2;1;06;05;1514,53813878319
4634626;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1498,77326706532
4634627;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;05;1083,64047286839
4634630;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1150,97209799146
4634631;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1038,63744099824
4634632;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1118,76922712628
4634633;1;1;1;80;05;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;05;1101,58280809938
4634634;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;05;1182,26789886433
4634634;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4634636;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1029,66627338275
4634637;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1536,86277204056
4634643;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;1;50000; ; ; ;2;1;06;05;1083,64047286839
4634644;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1038,63744099824
4634645;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1151,3702888446
4634645;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1151,3702888446
4634645;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1151,3702888446
4634645;1;4;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1151,3702888446
4634645;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1151,3702888446
4634646;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1038,63744099824
4634652;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1318,47062202813
4634655;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1150,97209799146
4634663;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1182,26789886433
4634666;1;2;1;80;05;1;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;05;1159,94326560696
4634667;1;1;1;80;05;1;3;6; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;05;1150,97209799146
4634669;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1029,66627338275
4634670;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1066,10028848608
4634670;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1066,10028848608
4634676;1;2;1;80;05;1;3;6; ;2; ; ;9; ;1; ;2; ;2; ;1500000;2;1;06;05;1585,70271729129
4634678;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1150,97209799146
4634679;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1440,04355216436
4634684;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1025,83331999772
4634684;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1025,83331999772
4634687;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;780000;2;1;06;08;555,496750433954
4634687;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;08;555,496750433954
4634688;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781000;2;1;06;08;654,339524428728
4634689;1;1;1;80;08;1;4;3; ;2; ; ;9; ;1;1;2; ;2; ;800000;1;1;06;08;492,655040475433
4634689;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;08;492,655040475433
4634689;1;3;1;80;08;1;4;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;08;492,655040475433
4634690;1;1;1;80;08;1;4;1; ;2; ; ;8; ;2; ;2; ;1;48;1500000;2;1;06;08;485,925740445988
4634690;1;2;1;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;08;485,925740445988
4634691;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;600000;2;1;06;08;636,57475623583
4634691;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;08;636,57475623583
4634693;1;2;1;80;11;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;11;2708,07439726486
4634694;1;1;1;80;11;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;11;3043,1866712548
4634694;1;2;1;80;11;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;11;3043,1866712548
4634694;1;3;1;80;11;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;11;3043,1866712548
4634697;1;3;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;13;404,229689488526
4634699;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;598,167435974326
4634700;1;3;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;13;468,984130254541
4634701;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;426,551366854173
4634702;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;483,555412562647
4634705;1;1;1;80;13;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;13;461,740361098595
4634705;1;2;1;80;13;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;13;461,740361098595
4634705;2;2;2;80;13;1;1;9;EMBARAZO;2; ; ;12;EMBARAZO;2; ;2; ; ; ; ;2;1;06;13;461,740361098595
4634706;1;1;1;80;13;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;13;319,355045310168
4634706;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;319,355045310168
4634709;1;1;1;80;13;1;3;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;13;495,803527868898
4634711;1;2;1;80;13;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;13;447,290801173161
4634713;1;2;1;80;13;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;13;441,536337850065
4634713;1;4;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;13;441,536337850065
4634789;1;1;1;80;17;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;781242;2;1;06;17;188,627266658942
4634790;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;171,32574800485
4634791;1;3;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;230,272759187129
4634792;1;1;1;80;17;1;4;3; ;1; ;4;9; ;3; ;2; ; ; ; ;3;1;06;17;157,346815847321
4634792;1;2;1;80;17;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;06;17;157,346815847321
4634793;1;1;1;80;17;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;17;180,552228564344
4634794;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;164,385281403018
4634796;1;1;1;80;17;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;188,627266658942
4634797;1;1;1;80;17;1;1;8; ;2; ; ;11; ;1;4;2; ; ; ; ;1;1;06;17;163,351199172936
4634797;1;3;1;80;17;1;1;8; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;06;17;163,351199172936
4634797;1;4;1;80;17;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;163,351199172936
4634798;1;1;1;80;17;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;212,183694100945
4634799;1;3;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;150,661675644182
4634799;1;4;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;150,661675644182
4634800;1;1;1;80;17;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;06;17;164,385281403018
4634801;1;1;1;80;17;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;164,385281403018
4634802;1;1;1;80;17;1;1;9;PORQUE SE FUE DEL PAIS;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;17;176,974315669088
4634803;1;3;1;80;17;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;223,447564048097
4634805;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;176,974315669088
4634806;1;2;1;80;17;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;17;217,613331044019
4634806;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;217,613331044019
4634808;1;1;1;80;17;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;182,318776535006
4634808;1;2;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;182,318776535006
4634809;1;3;1;80;17;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;187,21173341326
4634811;1;4;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;163,250709910252
4634812;1;1;1;80;17;1;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;17;182,318776535006
4634812;1;2;1;80;17;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634813;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;158,661859830318
4634813;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;158,661859830318
4634814;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;164,006320696236
4634814;1;3;1;80;17;1;4;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;06;17;164,006320696236
4634816;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;145,768718765929
4634817;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;213,375836594041
4634818;1;2;1;80;17;1;3;2; ;2; ; ;2; ;1;1;2; ;2; ;2000000;1;1;06;17;147,364724501842
4634819;1;1;1;80;17;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;187,21173341326
4634819;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;187,21173341326
4634820;1;1;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;188,222670597937
4634820;1;2;1;80;17;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;188,222670597937
4634821;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;170,314810820172
4634822;1;1;1;80;17;1;4;5; ;1; ;4;10; ;3; ;2; ; ; ; ;3;1;06;17;200,631232373776
4634824;1;4;1;80;17;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;06;17;144,353185520246
4634825;1;2;1;80;17;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;248,514821148858
4634826;1;2;1;80;17;1;3;1; ;2; ; ;12;ES ALCOHOLICO;1;4;2; ; ; ; ;1;1;06;17;150,661675644182
4634827;1;1;1;80;17;1;3;3; ;2; ; ;9; ;3; ;2; ;2; ;2000000;3;1;06;17;170,314810820172
4634827;1;2;1;80;17;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;170,314810820172
4634828;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;174,903660900106
4634828;1;4;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;174,903660900106
4634830;1;1;1;80;17;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;200,631232373776
4634832;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;182,318776535006
4634832;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634833;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;175,129283826366
4634833;1;3;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;175,129283826366
4634835;1;1;1;80;17;1;4;9;BAJA REMUNERACION SALARIAL;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;200,631232373776
4634838;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;192,556194279178
4634838;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;192,556194279178
4634838;1;4;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;192,556194279178
4634839;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;139,741190394908
4634839;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;139,741190394908
4634839;1;3;1;80;17;1;4;8; ;1; ;2;1; ;2; ;1;100000;1;48;781242;2;1;06;17;139,741190394908
4634839;1;4;1;80;17;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;139,741190394908
4634840;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;241,574354547027
4634842;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;164,385281403018
4634843;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;164,385281403018
4634844;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781242;2;1;06;17;188,627266658942
4634845;1;1;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;97,6433857539288
4634846;1;2;1;80;17;2; ; ; ; ;1;4;1; ;2; ;2; ;1;48;781242;2;1;06;17;230,202365310088
4634846;1;4;1;80;17;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;230,202365310088
4634847;1;2;1;80;17;2; ; ; ; ;1;4;9; ;2; ;2; ;2; ;600000;2;1;06;17;248,514821148858
4634848;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;176,974315669088
4634849;1;1;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;186,807137352255
4634850;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;153,01329216608
4634851;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;151,417286430167
4634852;1;1;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;241,755559855445
4634852;1;4;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;06;17;241,755559855445
4634853;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;199,215699128093
4634853;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;199,215699128093
4634854;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;182,318776535006
4634854;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634855;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;139,109213917013
4634855;1;4;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;139,109213917013
4634856;1;3;1;80;17;1;1;6; ;1; ;1;4; ;2; ;2; ;1;48;781242;2;1;06;17;108,107234549489
4634856;1;4;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;108,107234549489
4634856;1;5;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;108,107234549489
4634858;1;1;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634858;1;2;1;80;17;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634859;1;1;1;80;17;1;2;4; ;2; ; ;4; ;1;1;2; ; ; ; ;1;1;06;17;140,424257900011
4634860;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;161,250108113334
4634860;1;2;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;161,250108113334
4634860;1;5;1;80;17;1;1;8; ;1; ;1;6; ;2; ;2; ;1;48;2000000;2;1;06;17;161,250108113334
4634860;1;6;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;161,250108113334
4634861;1;1;1;80;17;1;4;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;17;170,314810820172
4634861;1;2;1;80;17;1;2;2; ;2; ; ;2; ;2; ;2; ;1;48;781242;2;1;06;17;170,314810820172
4634862;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;182,069750428197
4634862;1;5;1;80;17;2; ; ; ; ;1;2;2; ;2; ;2; ;1;48;781242;2;1;06;17;182,069750428197
4634863;1;3;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;206,030773931205
4634864;1;1;1;80;17;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;17;176,974315669088
4634866;1;3;1;80;17;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;17;199,215699128093
4634868;1;2;1;80;17;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;146,049680518844
4634869;1;2;1;80;17;1;3;4; ;2; ; ;4; ;1;1;2; ; ; ; ;1;1;06;17;193,652307541011
4634870;1;1;1;80;17;1;4;5; ;1; ;4;10; ;3; ;2; ; ; ; ;3;1;06;17;176,974315669088
4634871;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;199,215699128093
4634871;1;2;1;80;17;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;199,215699128093
4634871;1;3;1;80;17;2; ; ; ; ;2; ; ;.;1;2;2; ;2; ;98;1;1;06;17;199,215699128093
4634873;1;1;1;80;17;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634873;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;182,318776535006
4634874;1;2;1;80;17;1;1;8; ;2; ; ;2; ;2; ;2; ;1;40;781242;2;1;06;17;140,424257900011
4634875;1;1;1;80;17;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;176,974315669088
4634876;1;1;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;140,045297193228
4634876;1;2;1;80;17;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;17;140,045297193228
4634876;1;4;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;140,045297193228
4634877;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;170,010704021852
4634877;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;170,010704021852
4634878;1;3;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;17;116,463234397003
4634880;1;4;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;17;244,783911378056
4634881;1;1;1;80;17;1;1;7; ;2; ; ;4; ;1;2;2; ;2; ;781242;1;1;06;17;164,666243155934
4634881;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;164,666243155934
4634882;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;181,563165749022
4634883;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;176,974315669088
4634884;1;1;1;80;17;1;3;9;POR LA EDAD;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;17;199,215699128093
4634884;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;199,215699128093
4634885;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;176,974315669088
4634886;1;1;1;80;17;1;4;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;17;207,067346470105
4634886;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;207,067346470105
4634887;1;1;1;80;17;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;363,98277461986
4634887;1;2;1;80;17;1;3;9;PROBLEMAS DE SALUD;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;17;363,98277461986
4634889;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;170,314810820172
4634890;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;17;176,974315669088
4634891;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;17;122,392763814157
