DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4636385;1;3;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;516,855394096495
4636385;1;4;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;516,855394096495
4636386;1;1;1;50;08;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;563,725157577749
4636386;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;563,725157577749
4636387;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;499,837516581149
4636387;1;2;1;50;08;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;499,837516581149
4636387;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;499,837516581149
4636387;1;4;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;499,837516581149
4636387;1;5;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;499,837516581149
4636387;1;6;1;50;08;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;499,837516581149
4636388;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;616,37351598763
4636388;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;616,37351598763
4636388;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;616,37351598763
4636388;1;4;1;50;08;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;616,37351598763
4636388;1;7;1;50;08;1; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;616,37351598763
4636389;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;551,121335347897
4636389;1;2;1;50;08;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;551,121335347897
4636390;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;544,710638100867
4636390;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;544,710638100867
4636390;1;3;1;50;08;1; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;544,710638100867
4636391;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;735,417530230603
4636391;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;735,417530230603
4636392;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;06;2;1;08;551,121335347897
4636392;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;551,121335347897
4636393;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;575,321688968959
4636393;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;575,321688968959
4636393;1;3;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;575,321688968959
4636394;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;485,925740445988
4636394;1;2;1;50;08;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;485,925740445988
4636395;1;1;1;50;08;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;570,371870495279
4636395;1;2;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;570,371870495279
4636395;1;4;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;570,371870495279
4636395;1;5;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;570,371870495279
4636396;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;544,710638100867
4636396;1;2;1;50;08;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;544,710638100867
4636396;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;544,710638100867
4636397;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;570,454457607193
4636397;1;2;1;50;08;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;570,454457607193
4636397;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;570,454457607193
4636398;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;588,219225800092
4636398;1;2;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;588,219225800092
4636398;1;3;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;588,219225800092
4636399;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;490,301155532045
4636399;1;2;1;50;08;1; ; ;1;6;DESCANSANDO;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;08;490,301155532045
4636399;1;3;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;490,301155532045
4636399;1;4;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;490,301155532045
4636400;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;550,253217358993
4636400;1;2;1;50;08;1; ; ;2;6;DESCANZAR;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;550,253217358993
4636400;1;3;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;550,253217358993
4636400;1;4;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;550,253217358993
4636400;1;5;1;50;08;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;550,253217358993
4636401;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;574,516653999219
4636401;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;574,516653999219
4636401;1;3;1;50;08;1; ; ;2;6;SUFRE DE RETARDO MENTAL;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;574,516653999219
4636402;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;565,957815209785
4636402;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;565,957815209785
4636402;1;3;1;50;08;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;565,957815209785
4636402;1;4;1;50;08;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;565,957815209785
4636402;1;5;1;50;08;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;565,957815209785
4636402;1;7;1;50;08;1; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;565,957815209785
4636403;1;1;1;50;08;1; ; ;1;6;VIVE DE LA PENSION EXCLUSIVAMENTE;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;629,558690070491
4636403;1;2;1;50;08;1;5; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;629,558690070491
4636403;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;629,558690070491
4636403;1;4;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;629,558690070491
4636403;1;5;1;50;08;1;2; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;629,558690070491
4636403;1;6;1;50;08;1; ; ;6;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;629,558690070491
4636403;1;7;1;50;08;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;629,558690070491
4636404;1;1;1;50;08;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;607,239129365356
4636404;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;607,239129365356
4636405;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;669,297231601967
4636405;1;2;1;50;08;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;669,297231601967
4636406;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;469,667027832826
4636406;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;469,667027832826
4636406;1;3;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;469,667027832826
4636406;1;4;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;469,667027832826
4636407;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;522,774275067817
4636407;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;06;1;1;08;522,774275067817
4636407;1;3;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;522,774275067817
4636407;1;4;1;50;08;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;2;1;08;522,774275067817
4636407;1;5;1;50;08;1; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;2;1;08;522,774275067817
4636408;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;590,250323996104
4636408;1;2;1;50;08;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;590,250323996104
4636408;1;3;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;590,250323996104
4636409;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;567,093281825165
4636409;1;2;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;567,093281825165
4636409;1;3;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;567,093281825165
4636409;1;4;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;567,093281825165
4636409;1;5;1;50;08;1;3; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;2;06; ;1;08;567,093281825165
4636411;1;1;1;50;08;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;498,823277277121
4636411;1;2;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;498,823277277121
4636412;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;543,061957732436
4636412;1;2;1;50;08;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;543,061957732436
4636412;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;543,061957732436
4636413;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;588,219225800092
4636413;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;588,219225800092
4636413;1;3;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;588,219225800092
4636414;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;603,176932973331
4636414;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;603,176932973331
4636415;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;636,57475623583
4636415;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;636,57475623583
4636415;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;636,57475623583
4636416;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;508,308384170286
4636416;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;508,308384170286
4636416;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;508,308384170286
4636416;1;4;1;50;08;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;508,308384170286
4636417;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;447,730664799777
4636417;1;2;1;50;08;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;447,730664799777
4636417;1;3;1;50;08;1;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;447,730664799777
4636417;1;4;1;50;08;1;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;447,730664799777
4636417;1;5;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;447,730664799777
4636417;1;6;1;50;08;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;447,730664799777
4636418;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636418;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636418;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636418;1;4;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636419;1;1;1;50;08;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;08;484,132918730357
4636419;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;484,132918730357
4636419;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;484,132918730357
4636419;1;4;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;484,132918730357
4636419;1;5;1;50;08;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;484,132918730357
4636420;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;529,439712233595
4636420;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;529,439712233595
4636421;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;591,580401582121
4636422;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;605,208031169343
4636422;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;605,208031169343
4636423;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;491,84462141731
4636423;1;2;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;491,84462141731
4636423;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;491,84462141731
4636424;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;616,804562560554
4636424;1;2;1;50;08;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;616,804562560554
4636424;1;4;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;616,804562560554
4636425;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;505,472251004533
4636425;1;2;1;50;08;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;505,472251004533
4636425;1;3;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;505,472251004533
4636425;1;4;1;50;08;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;505,472251004533
4636426;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636426;1;2;1;50;08;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636426;1;3;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;555,496750433954
4636426;1;4;1;50;08;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;2;1;08;555,496750433954
4636427;1;1;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;626,722556904738
4636427;1;2;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;626,722556904738
4636427;1;3;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;626,722556904738
4636427;1;4;1;50;08;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;626,722556904738
4636427;1;5;1;50;08;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;626,722556904738
4636427;1;6;1;50;08;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;626,722556904738
4636427;1;7;1;50;08;1; ; ;7;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;08;626,722556904738
4636428;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;474,647811837192
4636428;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;474,647811837192
4636428;2;1;2;50;08;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;474,647811837192
4636429;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;665,155909031331
4636429;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;665,155909031331
4636429;1;3;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;665,155909031331
4636429;1;4;1;50;08;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;08;665,155909031331
4636429;1;8;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;665,155909031331
4636429;1;9;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;665,155909031331
4636430;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;583,843810714035
4636431;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;427,459445573524
4636431;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;427,459445573524
4636431;1;3;1;50;08;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;427,459445573524
4636432;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;541,030859536423
4636432;1;2;1;50;08;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;08;541,030859536423
4636432;1;3;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;541,030859536423
4636433;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;612,862034925515
4636433;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;612,862034925515
4636433;1;3;1;50;08;1; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;08;612,862034925515
4636434;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;603,176932973331
4636434;1;2;1;50;08;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;603,176932973331
4636435;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;605,208031169343
4636435;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;605,208031169343
4636436;1;1;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;620,717233516997
4636436;1;2;1;50;08;1; ; ;4;6;ENFERMA TEMPORALMENTE;2;2;2;2;1;11; ; ; ; ; ; ;06;2;1;08;620,717233516997
4636436;1;3;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;620,717233516997
4636436;1;4;1;50;08;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;620,717233516997
4636436;1;5;1;50;08;1; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;620,717233516997
4636436;1;6;1;50;08;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;620,717233516997
4636437;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;578,108461363365
4636437;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;578,108461363365
4636437;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;578,108461363365
4636437;1;5;1;50;08;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;578,108461363365
4636438;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;548,767450404509
4636438;1;2;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;548,767450404509
4636438;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;548,767450404509
4636439;1;1;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;635,736494925522
4636439;1;3;1;50;08;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;635,736494925522
4636439;1;4;1;50;08;1; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;08;635,736494925522
4636440;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;669,297231601967
4636440;1;2;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;669,297231601967
4636441;1;1;1;50;08;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;477,722221483327
4636441;1;2;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;477,722221483327
4636441;1;3;1;50;08;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;477,722221483327
4636441;1;4;1;50;08;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;477,722221483327
4636441;1;5;1;50;08;1;2; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;477,722221483327
4636441;1;6;1;50;08;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;477,722221483327
4636442;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;06;2;1;08;513,78098445036
4636443;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;663,561882251298
4636443;1;2;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;663,561882251298
4636443;1;3;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;663,561882251298
4636443;1;6;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;663,561882251298
4636443;1;7;1;50;08;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;663,561882251298
4636444;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;552,284315555006
4636444;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;552,284315555006
4636444;1;3;1;50;08;1; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;08;552,284315555006
4636444;1;4;1;50;08;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;552,284315555006
4636444;1;5;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;552,284315555006
4636445;1;1;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;503,44115280852
4636445;1;2;1;50;08;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;2;1;08;503,44115280852
4636445;1;3;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;503,44115280852
4636445;1;4;1;50;08;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;503,44115280852
4636446;1;1;1;50;08;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;08;539,005145428793
4636446;1;2;1;50;08;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;08;539,005145428793
4636446;1;3;1;50;08;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;08;539,005145428793
4636447;1;1;1;50;08;1; ; ;1;4; ;2;2;2;2;1;2; ;1;2; ; ; ;06;1;1;08;707,562286226231
