DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4646096;1;3;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;120,106318907696
4646096;1;4;1;50;19;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;120,106318907696
4646097;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;87,7968437643718
4646097;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;87,7968437643718
4646097;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;87,7968437643718
4646097;1;4;1;50;19;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;87,7968437643718
4646098;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;94,5589520785979
4646098;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;94,5589520785979
4646099;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;77,1349417159591
4646099;1;2;1;50;19;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;77,1349417159591
4646099;1;3;1;50;19;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;77,1349417159591
4646100;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;99,5579572285063
4646101;1;1;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646101;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646101;1;3;1;50;19;1; ; ;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646102;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;71,8420339841518
4646102;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;71,8420339841518
4646102;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;71,8420339841518
4646103;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;103,025822622865
4646103;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;103,025822622865
4646103;1;3;1;50;19;1; ; ;3;6;OSCIO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;103,025822622865
4646104;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;115,708100960389
4646104;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;115,708100960389
4646104;1;3;1;50;19;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;115,708100960389
4646105;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;101,642395029868
4646105;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;101,642395029868
4646105;1;3;1;50;19;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;101,642395029868
4646105;1;4;1;50;19;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;19;101,642395029868
4646105;1;5;1;50;19;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;101,642395029868
4646106;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;100,163033087749
4646106;1;2;1;50;19;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;19;100,163033087749
4646107;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;107,18670318341
4646107;1;2;1;50;19;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;107,18670318341
4646107;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;107,18670318341
4646108;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;99,5579572285063
4646109;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;96,0021525272042
4646109;1;2;1;50;19;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;96,0021525272042
4646110;1;1;1;50;19;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;119,810037276483
4646110;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;119,810037276483
4646110;1;3;1;50;19;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;119,810037276483
4646110;1;4;1;50;19;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;119,810037276483
4646110;1;5;1;50;19;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;119,810037276483
4646111;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;4;1;50;19;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;5;1;50;19;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;6;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;7;1;50;19;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;9;1;50;19;1; ; ;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;10;1;50;19;1;2; ;9;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;19;208,960187955489
4646111;1;11;1;50;19;1; ; ;9;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646111;1;12;1;50;19;1; ; ;12;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;208,960187955489
4646112;1;1;1;50;19;1; ; ;3;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;101,871141055762
4646112;1;2;1;50;19;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;101,871141055762
4646112;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;101,871141055762
4646112;1;4;1;50;19;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;101,871141055762
4646113;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;94,8474709601008
4646113;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;94,8474709601008
4646113;1;3;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;94,8474709601008
4646114;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;107,758495323518
4646114;1;2;1;50;19;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;107,758495323518
4646115;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;96,0021525272042
4646115;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;96,0021525272042
4646116;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;99,5579572285063
4646117;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;116,638453513337
4646117;1;2;1;50;19;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;116,638453513337
4646118;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;87,1917679051292
4646118;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;87,1917679051292
4646118;1;3;1;50;19;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;87,1917679051292
4646119;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;93,6330165373883
4646119;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;93,6330165373883
4646120;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;140,569826030496
4646120;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;140,569826030496
4646121;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;108,112638724619
4646121;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;108,112638724619
4646121;1;3;1;50;19;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;108,112638724619
4646122;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;96,0021525272042
4646122;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;96,0021525272042
4646123;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;131,118075700568
4646123;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;131,118075700568
4646123;1;3;1;50;19;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;131,118075700568
4646124;1;1;1;50;19;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;19;138,713537936338
4646124;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646124;1;4;1;50;19;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646125;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;86,6093464417274
4646126;1;1;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;130,512999841326
4646126;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;130,512999841326
4646127;1;1;1;50;19;1; ; ;1;6;DILIGENCIAS PERSONALES;2;2;1; ; ; ; ; ; ; ; ; ;06; ;1;19;94,8474709601008
4646127;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;94,8474709601008
4646127;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;94,8474709601008
4646128;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;58,8258875920531
4646128;1;2;1;50;19;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;58,8258875920531
4646128;1;4;1;50;19;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;19;58,8258875920531
4646129;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;100,734825227857
4646130;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646130;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646130;1;4;1;50;19;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;138,713537936338
4646131;1;1;1;50;19;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;77,7293882519082
4646132;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;99,5579572285063
4646133;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;141,724507597599
4646134;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;141,724507597599
4646135;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;117,564389054547
4646135;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;117,564389054547
4646136;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;79,4664912824135
4646136;1;3;1;50;19;1; ; ;3;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;79,4664912824135
4646137;1;1;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;126,957195140024
4646137;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;126,957195140024
4646137;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;126,957195140024
4646138;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;126,979381572271
4646138;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;126,979381572271
4646138;1;3;1;50;19;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;19;126,979381572271
4646138;1;4;1;50;19;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;126,979381572271
4646139;1;1;1;50;19;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06; ;1;19;113,082648812035
4646139;1;2;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;113,082648812035
4646139;1;3;1;50;19;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;19;113,082648812035
4646140;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;106,058978716374
4646140;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;19;106,058978716374
4646141;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;175,408878296073
4646141;1;2;1;50;20;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;175,408878296073
4646141;1;6;1;50;20;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;175,408878296073
4646141;1;7;1;50;20;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;175,408878296073
4646141;1;8;1;50;20;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;175,408878296073
4646142;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646142;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646142;2;1;2;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646142;2;2;2;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646142;2;3;2;50;20;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646142;2;4;2;50;20;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646142;2;5;2;50;20;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;168,115692861568
4646143;1;1;1;50;20;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;250,864206328516
4646143;1;2;1;50;20;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;250,864206328516
4646143;1;3;1;50;20;1; ; ;3;6;OCIO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;250,864206328516
4646143;1;4;1;50;20;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;250,864206328516
4646143;1;5;1;50;20;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;250,864206328516
4646143;1;6;1;50;20;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;250,864206328516
4646144;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;190,822062186909
4646144;1;2;1;50;20;1; ; ;2;6;INCAPACITADA POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;190,822062186909
4646144;1;3;1;50;20;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;190,822062186909
4646144;1;4;1;50;20;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;190,822062186909
4646144;1;5;1;50;20;1;2; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;190,822062186909
4646145;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646145;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646145;1;3;1;50;20;1; ; ;3;2; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646145;1;4;1;50;20;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646145;1;5;1;50;20;1; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646146;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;102,979606203134
4646146;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;102,979606203134
4646146;1;3;1;50;20;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;102,979606203134
4646147;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;114,525286435429
4646147;1;2;1;50;20;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;114,525286435429
4646148;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;214,987165145588
4646149;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;191,935188999673
4646149;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;06;1;1;20;191,935188999673
4646149;1;3;1;50;20;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;191,935188999673
4646150;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;108,53449582642
4646151;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;121,473622164624
4646151;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;121,473622164624
4646151;1;3;1;50;20;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;121,473622164624
4646151;1;4;1;50;20;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;121,473622164624
4646151;1;6;1;50;20;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;121,473622164624
4646152;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;233,318773102256
4646152;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;233,318773102256
4646152;1;3;1;50;20;1; ; ;3;6;OCIO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;233,318773102256
4646152;1;6;1;50;20;1; ; ;6;6;OCIO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;233,318773102256
4646152;2;1;2;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;233,318773102256
4646152;2;2;2;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;233,318773102256
4646154;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;102,979606203134
4646154;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;102,979606203134
4646154;1;3;1;50;20;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;102,979606203134
4646155;1;1;1;50;20;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;132,763639357664
4646155;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;132,763639357664
4646155;1;3;1;50;20;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;132,763639357664
4646155;1;4;1;50;20;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;132,763639357664
4646158;1;1;1;50;20;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;06; ;1;20;263,828605946493
4646158;1;2;1;50;20;1;4; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;263,828605946493
4646158;1;3;1;50;20;1; ; ;3;6;OCIO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;263,828605946493
4646159;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;228,775218730508
4646159;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;228,775218730508
4646159;1;3;1;50;20;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;228,775218730508
4646160;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646160;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646160;1;3;1;50;20;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;92,6015659955294
4646161;1;1;1;50;20;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;220,013986893877
4646161;1;2;1;50;20;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;220,013986893877
4646161;1;3;1;50;20;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;220,013986893877
4646161;1;4;1;50;20;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;220,013986893877
4646162;1;1;1;50;20;1; ; ;1;6;MATERNIDAD;2;2;2;2;1;10; ; ; ; ; ; ;06;2;1;20;208,793226542087
4646162;1;2;1;50;20;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;208,793226542087
4646162;1;3;1;50;20;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;208,793226542087
4646162;1;4;1;50;20;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;208,793226542087
4646163;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;253,51151999913
4646163;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;253,51151999913
4646164;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;260,941840158685
4646164;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;260,941840158685
4646164;1;3;1;50;20;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;260,941840158685
4646164;1;4;1;50;20;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;260,941840158685
4646165;1;1;1;50;20;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;119,894245852135
4646165;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;119,894245852135
4646166;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;149,864209213244
4646167;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;119,894245852135
4646167;1;2;1;50;20;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06; ;1;20;119,894245852135
4646168;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;242,447824197195
4646168;1;2;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;242,447824197195
4646169;1;1;1;50;20;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;167,018300979438
4646169;1;2;1;50;20;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;167,018300979438
4646169;1;3;1;50;20;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;167,018300979438
4646170;1;1;1;50;20;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06; ;1;20;227,274111777488
4646170;1;2;1;50;20;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;227,274111777488
4646171;1;1;1;50;20;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06; ;1;20;237,591197724851
4646171;1;2;1;50;20;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06; ;1;20;237,591197724851
